SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOLTYPE,ENROLLEDCOUNT,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
MANY FARMS PUBLIC SCHOOL,HWY 191,CHINLE,APACHE,86538,YES,LPN,PUBLIC,56,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MANZANITA ELEMENTARY SCHOOL,2901 DETROIT AVE,KINGMAN,MOHAVE,86401,YES,RN,PUBLIC,142,90%,6%,98%,92%,6%,99%,90%,6%,98%,92%,6%,100%,92%,6%,99%,6%,0%,6%
MANZANITA ELEMENTARY SCHOOL,8430 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,100,99%,0%,99%,99%,0%,99%,100%,0%,100%,100%,0%,100%,99%,1%,100%,1%,0%,0%
MANZANITA SCHOOL,3000 E MANZANITA AVE,TUCSON,PIMA,85718,YES,RN,PUBLIC,86,98%,2%,100%,100%,0%,100%,98%,2%,100%,95%,3%,100%,99%,1%,100%,9%,1%,0%
MANZO ELEMENTARY SCHOOL,855 N MELROSE AVE,TUCSON,PIMA,85745,YES,RN,PUBLIC,59,100%,0%,100%,100%,0%,100%,98%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MARICOPA ELEMENTARY SCHOOL,18150 N. ALTERRA PKWY,MARICOPA,PINAL,85139,YES,Both,PUBLIC,108,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
MARILYN THIELE WILSON SCHOOL,5619 E GLADE AVE,MESA,MARICOPA,85206,YES,RN,PUBLIC,85,93%,5%,99%,94%,4%,99%,95%,4%,99%,95%,4%,99%,95%,4%,99%,5%,0%,4%
MARION DONALDSON ELEMENTARY SCHOOL,2040 W OMAR DR,TUCSON,PIMA,85704,NO,,PUBLIC,48,98%,2%,100%,98%,2%,100%,98%,2%,100%,96%,4%,100%,98%,2%,100%,2%,0%,4%
MARIONNEAUX ELEMENTARY SCHOOL,21455 W ROESER RD,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,81,94%,6%,100%,94%,6%,100%,94%,6%,100%,95%,5%,100%,94%,6%,100%,6%,0%,5%
MARJORIE W ESTES ELEMENTARY SCHOOL,11280 W GRIER RD,MARANA,PIMA,85658,YES,RN,PUBLIC,77,95%,1%,97%,96%,1%,99%,95%,1%,96%,96%,1%,99%,97%,1%,99%,1%,0%,1%
MARLEY PARK ELEMENTARY,15042 W SWEETWATER AVE,SURPRISE,MARICOPA,85379,YES,LPN,PUBLIC,139,87%,11%,98%,86%,12%,98%,88%,11%,99%,91%,8%,99%,94%,6%,99%,12%,0%,5%
MARSHALL ELEMENTARY SCHOOL,9066 E 29TH ST,TUCSON,PIMA,85710,YES,RN,PUBLIC,48,100%,0%,100%,100%,0%,100%,98%,2%,100%,100%,0%,100%,98%,2%,100%,2%,0%,0%
MARSHALL HUMPHREY II ELEMENTARY SCHOOL,125 S 132ND ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,73,96%,4%,100%,97%,3%,100%,96%,4%,100%,95%,4%,100%,99%,1%,100%,1%,0%,1%
MARSHALL RANCH ELEMENTARY SCHOOL,12995 N MARSHALL RANCH DR,GLENDALE,MARICOPA,85304,YES,LPN,PUBLIC,75,93%,7%,100%,96%,4%,100%,95%,5%,100%,100%,0%,100%,100%,0%,100%,7%,0%,0%
MARY A OTONDO ELEMENTARY SCHOOL,2251 OTONDO DR,YUMA,YUMA,85365,NO,,PUBLIC,120,94%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,0%
MARY BELLE MCCORKLE,4455 S MISSION RD,TUCSON,PIMA,85746,YES,RN,PUBLIC,81,100%,0%,100%,100%,0%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
MARY C O'BRIEN ELEMENTARY SCHOOL,1400 N ELEVEN MILE CORNER RD,CASA GRANDE,PINAL,85294,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARY L WELTY ELEMENTARY SCHOOL,1050 W CIMARRON ST,NOGALES,SANTA CRUZ,85621,YES,RN,PUBLIC,64,98%,2%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,98%,2%,100%,2%,0%,0%
MARY MCLEOD BETHUNE SCHOOL,1310 S 15TH AVE,PHOENIX,MARICOPA,85007,YES,RN,PUBLIC,46,98%,0%,100%,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MARYLAND ELEMENTARY SCHOOL,6503 N 21ST AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,92,91%,4%,100%,93%,5%,100%,92%,5%,100%,96%,3%,100%,97%,3%,100%,5%,0%,3%
MARYVALE PREPARATORY ACADEMY,6301 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85033,NO,,CHARTER,55,89%,11%,100%,89%,11%,100%,89%,11%,100%,96%,4%,100%,96%,4%,100%,11%,0%,4%
MAURICE C CASH SCHOOL,3851 W ROESER RD,PHOENIX,MARICOPA,85041,NO,,PUBLIC,101,97%,3%,100%,97%,3%,100%,97%,3%,100%,98%,2%,100%,98%,2%,100%,3%,0%,2%
MAXINE O BUSH ELEMENTARY SCHOOL,602 E SIESTA WAY,PHOENIX,MARICOPA,85042,YES,RN,PUBLIC,46,98%,0%,100%,98%,0%,100%,100%,0%,100%,98%,0%,100%,100%,0%,100%,0%,0%,0%
MAYER ELEMENTARY SCHOOL,12568 E MAIN ST,MAYER,YAVAPAI,86333,NO,,PUBLIC,36,94%,6%,100%,94%,6%,100%,94%,6%,100%,97%,3%,100%,94%,6%,100%,6%,0%,3%
MCCARTNEY RANCH ELEMENTARY SCHOOL,2631 N BROWN AVE,CASA GRANDE,PINAL,85122,YES,RN,PUBLIC,117,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
MCDOWELL MOUNTAIN ELEMENTARY SCHOOL,14825 N FAYETTE DR,FOUNTAIN HILLS,MARICOPA,85268,NO,,PUBLIC,74,91%,5%,100%,95%,4%,100%,89%,7%,100%,95%,4%,100%,93%,7%,100%,9%,3%,4%
MELVIN E SINE SCHOOL,4932 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,69,96%,3%,100%,94%,4%,100%,99%,1%,100%,97%,1%,100%,99%,0%,99%,4%,0%,0%
MENDOZA ELEMENTARY SCHOOL,5831 E MCLELLAN RD,MESA,MARICOPA,85205,YES,RN,PUBLIC,63,95%,5%,100%,97%,3%,100%,95%,5%,100%,98%,2%,100%,98%,2%,100%,5%,5%,2%
MERCURY MINE ELEMENTARY SCHOOL,9640 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,PUBLIC,80,98%,3%,100%,98%,3%,100%,98%,3%,100%,98%,3%,100%,98%,3%,100%,3%,0%,3%
MERIDIAN ELEMENTARY,3900 S MOUNTAIN RD,MESA,MARICOPA,85212,YES,RN,PUBLIC,89,96%,4%,100%,97%,3%,100%,94%,6%,100%,93%,7%,100%,94%,6%,100%,8%,9%,7%
MESA ARTS ACADEMY,221 W SIXTH AVE,MESA,MARICOPA,85210,NO,,CHARTER,24,88%,4%,92%,88%,4%,92%,83%,4%,88%,92%,4%,96%,92%,4%,96%,4%,0%,4%
MESA VERDE ELEMENTARY SCHOOL,1661 W SAGE ST,TUCSON,PIMA,85704,NO,,PUBLIC,65,97%,3%,100%,94%,6%,100%,94%,6%,100%,92%,8%,100%,97%,3%,100%,8%,0%,3%
MESA VIEW ELEMENTARY,HWY 191 & NAVAJO ROUTE 7,CHINLE,APACHE,86503,NO,,PUBLIC,50,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MESQUITE ELEMENTARY,4451 W 28TH ST,YUMA,YUMA,85364,NO,,PUBLIC,86,100%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MESQUITE ELEMENTARY SCHOOL,1101 E MESQUITE ST,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,75,95%,4%,100%,95%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,5%,0%,3%
MESQUITE ELEMENTARY SCHOOL,129 N ARIZOLA RD,CASA GRANDE,PINAL,85222,YES,RN,PUBLIC,68,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MESQUITE ELEMENTARY SCHOOL,9455 E RITA RD,TUCSON,PIMA,,NO,,PUBLIC,110,96%,1%,100%,97%,1%,100%,97%,1%,100%,96%,1%,100%,99%,1%,100%,0%,0%,1%
METCALF ELEMENTARY SCHOOL,905 FAIRBANKS RD,MORENCI,GREENLEE,85540,NO,,PUBLIC,126,97%,1%,98%,97%,1%,98%,96%,1%,97%,99%,1%,100%,99%,1%,100%,1%,0%,1%
MEXICAYOTL ACADEMY,667 N 7TH AVE,TUCSON,PIMA,85705,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEXICAYOTL CHARTER SCHOOL,2059 N GRAND AVE,NOGALES,SANTA CRUZ,85621,NO,,CHARTER,25,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,4%,0%
MEYER MONTESSORI,2615 S DORSEY LN,TEMPE,MARICOPA,,NO,,PUBLIC,22,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,14%,0%,5%
MICHAEL ANDERSON SCHOOL,45 S 3RD AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,86,98%,1%,100%,98%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
MIDTOWN PRIMARY SCHOOL,4735 N 19TH AVE,PHOENIX,MARICOPA,85015,NO,,CHARTER,23,96%,0%,96%,100%,0%,100%,83%,0%,83%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MILES-EXPLORATORY LEARNING CENTER,1400 E BROADWAY BLVD,TUCSON,PIMA,85719,YES,RN,PUBLIC,29,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
MILESTONES PRESCHOOL & CHARTER SCHOOL,4707 EAST ROBERT E LEE STREET,PHOENIX,MARICOPA,85032,NO,,CHARTER,55,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,0%,0%,7%
MILLER ELEMENTARY SCHOOL,6951 S CAMINO DE LA TIERRA,TUCSON,PIMA,85746,YES,RN,PUBLIC,76,99%,0%,99%,100%,0%,100%,99%,0%,99%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MIRAGE ELEMENTARY SCHOOL,3910 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,69,91%,9%,100%,91%,9%,100%,91%,9%,100%,94%,6%,100%,93%,7%,100%,9%,0%,9%
MISSION MANOR ELEMENTARY SCHOOL,600 W SANTA ROSA ST,TUCSON,PIMA,85706,YES,RN,PUBLIC,103,99%,1%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
MISSION MONTESSORI ON THE DESERT - 85259 - CDC11833,12990 EAST SHEA BOULEVARD,SCOTTSDALE,MARICOPA,85259,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MISSION MONTESSORI ON THE DESERT - 85260 - CDC3681,9390 EAST CACTUS ROAD,SCOTTSDALE,MARICOPA,85260,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MISSION VIEW ELEMENTARY SCHOOL,2600 S 8TH AVE,TUCSON,PIMA,85713,YES,LPN,PUBLIC,38,95%,0%,100%,92%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MITCHELL ELEMENTARY SCHOOL,1700 N 41ST AVE,PHOENIX,MARICOPA,85009,NO,,PUBLIC,95,84%,0%,84%,83%,0%,83%,85%,0%,85%,94%,0%,94%,96%,0%,96%,0%,0%,0%
MOHAVE ACCELERATED ELEMENTARY EAST,945 THUMB BUTTE DR,BULLHEAD CITY,MOHAVE,86429,NO,,CHARTER,22,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
MOHAVE ACCELERATED ELEMENTARY SCHOOL,625 MARINA BLVD,BULLHEAD CITY,MOHAVE,,NO,,CHARTER,65,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
MONTE VISTA ELEMENTARY SCHOOL,3501 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,86,99%,1%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,1%,0%
MONTEBELLO SCHOOL,5725 N 27TH AVE,PHOENIX,MARICOPA,85017,YES,LPN,PUBLIC,104,90%,0%,100%,95%,0%,100%,100%,0%,100%,99%,0%,100%,100%,0%,100%,0%,9%,0%
MONTESSORI ACADEMY,6050 N INVERGORDON RD,PARADISE VALLEY,MARICOPA,85253,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI CENTER SCHOOL,8625 N 19TH AVE,PHOENIX,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI CHARTER SCHOOL OF FLAGSTAFF - WESTSIDE,575 W UNIVERSITY AVE,FLAGSTAFF,COCONINO,86001,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI CHILDREN'S CENTRE,2834 EAST SOUTHERN AVENUE,MESA,MARICOPA,85204,NO,,PRIVATE,41,44%,51%,100%,49%,51%,100%,46%,54%,100%,59%,41%,100%,59%,41%,100%,54%,0%,41%
MONTESSORI CHILDRENS HOUSE,2400 W DATSI ST,CAMP VERDE,YAVAPAI,86322,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,9215 N 14TH ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,28,79%,21%,100%,79%,21%,100%,79%,21%,100%,79%,21%,100%,79%,21%,100%,21%,7%,21%
MONTESSORI DAY SCHOOLS - LAKESHORE,1700 WEST WARNER ROAD,CHANDLER,MARICOPA,85224,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL,815 N GILBERT RD,MESA,MARICOPA,85203,NO,,CHARTER,52,71%,29%,100%,69%,31%,100%,69%,31%,100%,81%,19%,100%,83%,17%,100%,37%,0%,15%
MONTESSORI HOUSE CHARTER SCHOOL,2415 N TERRACE CIR,MESA,MARICOPA,85203,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI IN THE PARK,1832 NORTH LITCHFIELD ROAD,GOODYEAR,MARICOPA,85395,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI SCHOOLHOUSE,1301 E FT LOWELL RD,TUCSON,PIMA,,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI SCHOOLS OF FLAGSTAFF - SUNNYSIDE,2025 NORTH EAST STREET,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,21,95%,5%,100%,95%,5%,100%,95%,5%,100%,90%,10%,100%,95%,5%,100%,5%,0%,5%
MOON MOUNTAIN SCHOOL,13425 N 19TH AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,88,93%,5%,99%,95%,3%,99%,98%,1%,99%,97%,2%,99%,99%,1%,100%,6%,0%,1%
MORGAN MAXWELL SCHOOL,2802 W ANKLAM RD,TUCSON,PIMA,85745,YES,RN,PUBLIC,33,97%,3%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,100%,0%,100%,0%,3%,0%
MORRISTOWN ELEMENTARY SCHOOL,25950 W ROCKAWAY HILLS DR,MORRISTOWN,MARICOPA,85342,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOST HOLY TRINITY CATHOLIC SCHOOL,535 E ALICE AVE,PHOENIX,MARICOPA,85020,YES,RN,PRIVATE,29,97%,0%,97%,93%,0%,93%,93%,0%,93%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MOUNT TIPTON SCHOOL,16500 N PIERCE FERRY RD,DOLAN SPRINGS,MOHAVE,86441,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNT TURNBULL ELEMENTARY SCHOOL,10 EDUCATION LANE,BYLAS,GRAHAM,85530,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNTAIN OAK CHARTER SCHOOL,1455 WILLOW CREEK RD,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,21,38%,57%,95%,33%,57%,90%,33%,57%,90%,43%,57%,100%,43%,57%,100%,57%,0%,57%
MOUNTAIN SCHOOL,311 W CATTLE DRIVE TRAIL,FLAGSTAFF,COCONINO,86005,NO,,CHARTER,32,88%,13%,100%,84%,16%,100%,91%,9%,100%,81%,19%,100%,91%,9%,100%,22%,0%,6%
MOUNTAIN SHADOWS ELEMENTARY SCHOOL,19602 N 45TH AVE,GLENDALE,MARICOPA,85308,NO,,PUBLIC,71,85%,14%,99%,90%,10%,100%,89%,11%,100%,87%,13%,100%,92%,8%,100%,14%,0%,8%
MOUNTAIN VIEW ELEMENTARY,1374 W FRONTAGE RD,RIO RICO,SANTA CRUZ,85648,YES,RN,PUBLIC,54,93%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,0%
MOUNTAIN VIEW ELEMENTARY SCHOOL,801 W PEORIA AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,158,97%,1%,100%,99%,1%,100%,97%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
MOUNTAIN VIEW ELEMENTARY SCHOOL,8601 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,65,92%,6%,100%,92%,6%,100%,94%,6%,100%,92%,6%,100%,94%,6%,100%,6%,0%,0%
MOUNTAIN VIEW PREPARATORY,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,YES,RN,PUBLIC,48,85%,15%,100%,85%,15%,100%,83%,17%,100%,83%,15%,100%,83%,17%,100%,19%,0%,8%
MOUNTAIN VIEW SCHOOL,18302 W BURTON AVE,WADDELL,MARICOPA,85355,NO,,PUBLIC,84,96%,4%,100%,96%,4%,100%,95%,5%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
MOUNTAIN VISTA SCHOOL,2618 EL PASEO,ORACLE,PINAL,85623,NO,,PRIVATE,28,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MYERS-GANOUNG ELEMENTARY SCHOOL,5000 E ANDREW ST,TUCSON,PIMA,85711,YES,RN,PUBLIC,62,90%,0%,90%,97%,0%,97%,94%,0%,94%,92%,0%,92%,97%,0%,97%,0%,0%,0%
NACO ELEMENTARY SCHOOL,1911 W VALENZUELA ST,NACO,COCHISE,,NO,,PUBLIC,24,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
NADABURG ELEMENTARY SCHOOL,21419 W DOVE VALLEY RD,WITTMANN,MARICOPA,85361,NO,,PUBLIC,30,93%,0%,100%,93%,0%,100%,97%,0%,97%,100%,0%,100%,100%,0%,100%,0%,0%,0%
NAUTILUS ELEMENTARY SCHOOL,1425 PATRICIAN DR,LAKE HAVASU CITY,MOHAVE,86404,YES,RN,PUBLIC,63,89%,11%,100%,89%,11%,100%,89%,11%,100%,90%,10%,100%,90%,10%,100%,11%,0%,11%
NAVAJO ELEMENTARY SCHOOL,4525 N GRANITE REEF RD,SCOTTSDALE,MARICOPA,85251,YES,RN,PUBLIC,57,91%,7%,100%,91%,7%,100%,93%,7%,100%,91%,7%,100%,96%,4%,100%,7%,0%,4%
NAVARRETE ELEMENTARY,6490 SOUTH SUN GROVES BOULEVARD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,81,95%,5%,100%,95%,5%,100%,95%,5%,100%,96%,2%,100%,96%,4%,100%,5%,0%,4%
NAYLOR MIDDLE SCHOOL,1701 S COLUMBUS BLVD,TUCSON,PIMA,85711,YES,RN,PUBLIC,38,95%,0%,97%,100%,0%,100%,95%,0%,95%,97%,0%,100%,100%,0%,100%,0%,0%,0%
NEELY TRADITIONAL ACADEMY,321 W JUNIPER AVE,GILBERT,MARICOPA,85233,NO,,PUBLIC,127,94%,6%,100%,94%,6%,100%,95%,5%,100%,95%,5%,100%,94%,6%,100%,6%,0%,4%
NEVITT ELEMENTARY SCHOOL,4525 E ST ANNE ST,PHOENIX,MARICOPA,85042,YES,RN,PUBLIC,123,95%,4%,100%,95%,4%,100%,96%,4%,100%,96%,3%,100%,99%,1%,100%,4%,1%,3%
NEW COVENANT LUTHERAN CHURCH CHILDREN'S MINISTRY CENTER,15152 NORTH FRANK LLOYD WRIGHT BLVD,SCOTTSDALE,MARICOPA,85260,NO,,PRIVATE,21,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
NEW HORIZON SCHOOL FOR THE PERFORMING ART,446 E BROADWAY RD,MESA,MARICOPA,85204,NO,,CHARTER,26,96%,4%,100%,96%,4%,100%,92%,4%,96%,100%,0%,100%,100%,0%,100%,4%,0%,0%
NEW RIVER ELEMENTARY SCHOOL,48827 N BLACK CANYON HWY,PHOENIX,MARICOPA,85087,YES,LPN,PUBLIC,24,88%,8%,100%,92%,8%,100%,92%,8%,100%,92%,4%,100%,92%,8%,100%,8%,0%,8%
NEW VISTAS ACADEMY,"670 N ARIZONA AVE, STE 35",CHANDLER,MARICOPA,85225,NO,,PRIVATE,53,91%,2%,92%,91%,2%,92%,91%,2%,92%,92%,6%,100%,98%,2%,100%,6%,0%,2%
NEW WORLD EDUCATIONAL CENTER,5818 N 7TH ST,PHOENIX,MARICOPA,85014,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOAH WEBSTER SCHOOLS-- MESA,7301 EAST BASELINE ROAD,MESA,MARICOPA,85209,NO,,CHARTER,164,94%,5%,100%,93%,6%,100%,95%,5%,100%,97%,3%,100%,95%,5%,100%,6%,0%,5%
NOAH WEBSTER SCHOOLS-PIMA,5399 N PIMA RD,SCOTTSDALE,MARICOPA,85250,NO,,CHARTER,67,91%,9%,100%,91%,9%,100%,91%,9%,100%,96%,4%,100%,97%,3%,100%,9%,0%,3%
NOOR ACADEMY OF ARIZONA,1130 W 23RD ST,TEMPE,MARICOPA,85282,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NORTERRA CANYON K-8,2200 W MAYA WAY,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,110,91%,9%,100%,91%,9%,100%,90%,10%,100%,91%,9%,100%,91%,9%,100%,10%,0%,10%
NORTH RANCH ELEMENTARY SCHOOL,16406 N 61ST PL,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,81,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,4%
NORTH VALLEY CHRISTIAN ACADEMY,33655 N. 27TH DR.,PHOENIX,MARICOPA,85085,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NORTHWEST CHRISTIAN SCHOOL - MAIN CAMPUS,16615 N 43RD AVE,PHOENIX,MARICOPA,,YES,RN,PRIVATE,83,90%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,93%,7%,100%,14%,0%,5%
NOSOTROS ACADEMY,440 N GRANDE AVE,TUCSON,PIMA,85745,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
O C JOHNSON SCHOOL,1201 12TH ST,YUMA,YUMA,85364,NO,,PUBLIC,78,97%,0%,97%,92%,0%,92%,91%,0%,91%,99%,0%,99%,100%,0%,100%,0%,0%,0%
OAK CREEK SCHOOL,11490 PURPLE SAGE DR,CORNVILLE,YAVAPAI,86325,NO,,PUBLIC,25,84%,16%,100%,84%,16%,100%,80%,20%,100%,88%,12%,100%,84%,16%,100%,20%,0%,12%
OASIS ELEMENTARY SCHOOL,7841 W SWEETWATER AVE,PEORIA,MARICOPA,85381,YES,LPN,PUBLIC,82,95%,5%,100%,95%,5%,100%,94%,6%,100%,95%,5%,100%,95%,5%,100%,6%,0%,5%
OCHOA ELEMENTARY SCHOOL,101 W 25TH ST,TUCSON,PIMA,85713,YES,RN,PUBLIC,23,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,100%,0%,100%,4%,0%,0%
