SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Eduprize School,Charter,4567 West Roberts Rd.,Queen Creek,Pinal,85142,Y,RN,203,90.10%,9.90%,100%,91.10%,8.90%,100%,91.10%,8.90%,100%,91.10%,8.90%,100%,64.50%,7.90%,96.60%,11.30%,0.00%,5.90%
Eduprize School Gilbert,Charter,580 W. Melody Ave.,Gilbert,Maricopa,85233,Y,RN,199,88.40%,11.60%,100%,87.40%,12.60%,100%,87.90%,12.10%,100%,88.40%,11.10%,99.50%,78.40%,9.50%,100%,12.10%,0.00%,9.00%
Ehrenberg Elementary School,Public,49241 Ehrenberg-Parker Hwy,Ehrenberg,La Paz,85334,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eisenhower Elementary School,Public,848 N Mesa Dr.,Mesa,Maricopa,85201,Y,RN,66,92.40%,0.00%,92.40%,92.40%,0.00%,92.40%,90.90%,1.50%,92.40%,93.90%,1.50%,95.50%,72.70%,0.00%,97.00%,0.00%,1.50%,0.00%
El Capitan Public School,Public,255 N Cottonwood St.,Colorado City,Mohave,86021,N,,43,9.30%,69.80%,79.10%,9.30%,69.80%,79.10%,7.00%,69.80%,76.70%,20.90%,69.80%,90.70%,11.60%,65.10%,90.70%,69.80%,0.00%,0.00%
El Dorado Private School,Private,20624 N 76th St.,Scottsdale,Maricopa,85255,N,,23,82.60%,4.30%,87.00%,82.60%,4.30%,87.00%,82.60%,4.30%,87.00%,82.60%,4.30%,87.00%,47.80%,4.30%,87.00%,4.30%,0.00%,4.30%
Elfrida Elementary School,Public,P.O. Box 328,Elfrida,Cochise,85610,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elgin Elementary School,Public,23 Upper Elgin Rd.,Elgin,Santa Cruz,85611,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eliseo C Felix School,Public,540 E La Pasada Blvd. ,Goodyear,Maricopa,85338,Y,LPN,47,95.70%,4.30%,100%,95.70%,4.30%,100%,95.70%,4.30%,100%,95.70%,4.30%,100%,95.70%,0.00%,95.70%,0.00%,4.30%,0.00%
Ellsworth Elementary,Public,38454 N Carolina Ave.,Queen Creek,Pinal,85240,N,,73,84.90%,11.00%,95.90%,83.60%,9.60%,93.20%,86.30%,9.60%,95.90%,90.40%,8.20%,98.60%,83.60%,5.50%,98.60%,17.80%,0.00%,1.40%
Elvira Elementary,Public,250 W Elvira Rd. ,Tucson,Pima,85756,Y,RN,95,96.80%,0.00%,96.80%,100%,0.00%,100%,97.90%,0.00%,97.90%,97.90%,0.00%,97.90%,97.90%,0.00%,97.90%,0.00%,0.00%,0.00%
Emerson Elementary School,Public,415 N Westwood Rd.,Mesa,Maricopa,85201,Y,RN,104,92.30%,7.70%,100%,95.20%,4.80%,100%,96.20%,3.80%,100%,96.20%,3.80%,100%,84.60%,0.00%,100%,3.80%,1.00%,1.90%
Emmanuel Christian Academy,Private,3120 Hualapai Mountain Rd.,Kingman,Mohave,86401,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emmanuel Lutheran School,Private,715 W Southern Ave.,Tempe,Maricopa,85282,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emmaus Lutheran School,Private,3841 W Sweetwater Ave.,Phoenix,Maricopa,85029,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Encanto Elementary School,Public,1420 W. Encanto Rd.,Phoenix,Maricopa,85013,N,,179,93.30%,1.10%,94.40%,88.30%,1.10%,89.40%,91.10%,1.10%,92.20%,92.70%,1.70%,94.40%,85.50%,0.60%,99.40%,1.10%,0.00%,1.10%
Entz Elementary School,Public,4132 E Adobe Rd. ,Mesa,Maricopa,85205,Y,RN,104,90.40%,9.60%,100%,92.30%,7.70%,100%,91.30%,8.70%,100%,91.30%,8.70%,100%,80.80%,0.00%,100%,9.60%,1.00%,0.00%
Esmond Station School,Public,9400 S Atterbury Wash Way,Tucson,Pima,85747,N,,52,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,90.40%,1.90%,100%,1.90%,0.00%,1.90%
Esperanza Elementary School (McDowell),Public,3025 W Mcdowell Rd.,Phoenix,Maricopa,85009,N,,125,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,87.20%,0.00%,100%,0.00%,0.00%,0.00%
Esperanza Elementary School (Mohawk),Public,251 W Mohawk Ln.,Phoenix,Maricopa,85027,Y,LPN,69,94.20%,1.40%,95.70%,97.10%,1.40%,98.60%,95.70%,1.40%,97.10%,97.10%,1.40%,98.60%,88.40%,1.40%,100%,1.40%,0.00%,0.00%
Esperanza Elementary School (Tucson),Public,2353 E Bantam Rd. ,Tucson,Pima,85706,Y,RN,70,100%,0.00%,100%,100%,0.00%,100%,98.60%,1.40%,100%,100%,0.00%,100%,98.60%,0.00%,100%,0.00%,1.40%,0.00%
Estrella Mountain Elementary,Public,10301 S San Miguel,Goodyear,Maricopa,85338,N,,30,96.70%,3.30%,100%,100%,0.00%,100%,96.70%,3.30%,100%,100%,0.00%,100%,100%,0.00%,100%,3.30%,0.00%,3.30%
Estrella Vista Elementary,Public,11905 W Cocopah Cir.,Avondale,Maricopa,85323,Y,RN,111,91.90%,7.20%,99.10%,94.60%,4.50%,99.10%,95.50%,3.60%,99.10%,96.40%,3.60%,100%,86.50%,0.00%,100%,4.50%,2.70%,0.00%
Eva Marshall Elementary School,Public,850 Bonito St.,Flagstaff,Coconino,86001,Y,RN,85,95.30%,4.70%,100%,96.50%,3.50%,100%,94.10%,5.90%,100%,92.90%,7.10%,100%,94.10%,5.90%,100%,8.20%,0.00%,0.00%
Evergreen Elementary School,Public,1000 N Amarillo St. ,Casa Grande,Pinal,85222,Y,RN,60,95.00%,1.70%,96.70%,98.30%,1.70%,100%,98.30%,1.70%,100%,98.30%,1.70%,100%,93.30%,1.70%,100%,1.70%,0.00%,1.70%
Excelencia School,Public,2181 E Mcdowell Rd.,Phoenix,Maricopa,85006,Y,LPN,83,97.60%,0.00%,97.60%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,95.20%,0.00%,100%,0.00%,0.00%,0.00%
F.o. Holaway Elementary School,Public,3500 N. Cherry Ave.,Tucson,Pima,85719,N,,56,92.90%,5.40%,98.20%,94.60%,5.40%,100%,94.60%,5.40%,100%,92.90%,5.40%,98.20%,92.90%,5.40%,100%,5.40%,0.00%,5.40%
Faith Christian School,Private,P.O. Box 9086,Mesa,Maricopa,85214,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Faith Community Academy,Private,2551 W Orange Grove Rd.,Tucson,Pima,85741,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Faith Lutheran School,Private,3925 E 5th St.,Tucson,Pima,85711,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Falcon Hill Elementary School,Public,1645 N Sterling,Mesa,Maricopa,85207,Y,RN,71,91.50%,8.50%,100%,91.50%,8.50%,100%,93.00%,7.00%,100%,93.00%,7.00%,100%,84.50%,7.00%,100%,7.00%,0.00%,7.00%
Family Life Academy,Private,7801 E Kenyon Dr.,Tucson,Pima,85710,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Faras Elementary School,Public,410 W Fir Ave.,Pirtleville,Cochise,85608,Y,RN,27,96.30%,0.00%,96.30%,96.30%,0.00%,96.30%,92.60%,0.00%,92.60%,100%,0.00%,100%,92.60%,0.00%,92.60%,0.00%,0.00%,0.00%
Festival Foothills Elementary,Public,26252 W. Desert Vista Blvd.,Buckeye,Maricopa,85396,N,,23,95.70%,4.30%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,4.30%,0.00%,0.00%
Field Elementary School,Public,2325 East Adobe St.,Mesa,Maricopa,85213,Y,RN,93,88.20%,10.80%,98.90%,92.50%,6.50%,98.90%,92.50%,6.50%,98.90%,97.80%,2.20%,100%,82.80%,7.50%,100%,5.40%,5.40%,5.40%
Finley Farms Elementary,Public,375 S Columbus Dr.,Gilbert,Maricopa,85296,Y,RN,99,94.90%,5.10%,100%,96.00%,4.00%,100%,96.00%,4.00%,100%,97.00%,3.00%,100%,82.80%,3.00%,100%,3.00%,0.00%,0.00%
Fireside Elementary School,Public,3725 East Lone Cactus Dr. ,Phoenix,Maricopa,85050,Y,RN,114,96.50%,3.50%,100%,93.90%,6.10%,100%,93.00%,7.00%,100%,95.60%,4.40%,100%,83.30%,5.30%,100%,7.00%,0.00%,2.60%
First Avenue Elementary School,Public,914 N First Ave.,San Manuel,Pinal,85631,N,,38,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
First Baptist Christian Academy,Private,1447 S 7th St.,Sierra Vista,Cochise,85635,N,,27,96.30%,3.70%,100%,96.30%,3.70%,100%,96.30%,3.70%,100%,96.30%,3.70%,100%,96.30%,3.70%,100%,3.70%,0.00%,3.70%
First Southern Christian School,Private,445 E Speedway Blvd.,Tucson,Pima,85705,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Flagstaff Junior Academy Middle School,Charter,755 N Bonito St.,Flagstaff,Coconino,86001,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Flora Thew Elementary School,Public,2130 E Howe St.,Tempe,Maricopa,85281,Y,RN,94,96.80%,3.20%,100%,96.80%,3.20%,100%,96.80%,3.20%,100%,97.90%,2.10%,100%,93.60%,0.00%,100%,2.10%,1.10%,2.10%
Florence K-8 School,Public,460 S Park St.,Florence,Pinal,85232,N,,58,86.20%,5.20%,91.40%,86.20%,5.20%,91.40%,86.20%,5.20%,91.40%,89.70%,5.20%,94.80%,86.20%,5.20%,100%,5.20%,0.00%,5.20%
Foothills Academy College Preparatory,Charter,7191 E. Ashler Hills Dr.,Scottsdale,Maricopa,85266,N,,27,70.40%,25.90%,96.30%,51.90%,25.90%,77.80%,55.60%,25.90%,81.50%,66.70%,25.90%,92.60%,44.40%,25.90%,96.30%,25.90%,0.00%,25.90%
Foothills Elementary School,Public,15808 N 63rd Ave.,Glendale,Maricopa,85306,Y,RN,43,93.00%,4.70%,97.70%,95.30%,4.70%,100%,95.30%,4.70%,100%,95.30%,4.70%,100%,93.00%,2.30%,100%,4.70%,0.00%,2.30%
Ford Elementary School,Public,8001 E Stella Rd.,Tucson,Pima,85730,Y,RN,60,95.00%,0.00%,95.00%,96.70%,0.00%,96.70%,100%,0.00%,100%,100%,0.00%,100%,83.30%,0.00%,100%,0.00%,0.00%,0.00%
Fort Thomas Elementary School,Public,15560 W Elementary Rd.,Fort Thomas,Graham,85536,Y,RN,39,97.40%,0.00%,97.40%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,89.70%,0.00%,100%,0.00%,0.00%,0.00%
Foundation For Blind Children,Private,1234 E. Northern Dr.,Phoenix,Maricopa,85020,Y,LPN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fountain Hills Charter School - Glenbrook,Charter,16751 E Glenbrook Blvd.,Fountain Hills,Maricopa,85268,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Four Peaks Elementary School,Public,1755 N Idaho Rd. ,Apache Junction,Pinal,85219,Y,LPN,100,99.00%,1.00%,100%,99.00%,1.00%,100%,99.00%,1.00%,100%,99.00%,1.00%,100%,97.00%,1.00%,100%,1.00%,0.00%,1.00%
Fowler Elementary School,Public,6707 W Van Buren St.,Phoenix,Maricopa,85043,N,,89,94.40%,1.10%,95.50%,95.50%,1.10%,96.60%,95.50%,3.40%,98.90%,97.80%,1.10%,98.90%,84.30%,1.10%,97.80%,1.10%,0.00%,0.00%
Frances Brandon Pickett Elementary,Public,22706 E Villlage Loop,Queen Creek,Maricopa,85142,Y,RN,104,95.20%,3.80%,99.00%,95.20%,4.80%,100%,95.20%,4.80%,100%,96.20%,3.80%,100%,87.50%,4.80%,100%,6.70%,0.00%,2.90%
Frances J Warren Elementary School,Public,3505 W Milton Rd.,Tucson,Pima,85746,N,,41,100%,0.00%,100%,100%,0.00%,100%,95.10%,0.00%,95.10%,100%,0.00%,100%,90.20%,0.00%,100%,0.00%,0.00%,0.00%
Francisco Vasquez De Coronado Francisco School,Public,2301 N Al Harrison Rd.,Nogales,Santa Cruz,85621,Y,RN,89,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,94.40%,0.00%,100%,0.00%,0.00%,0.00%
Frank Borman Middle School,Public,3637 N 55th Ave.,Phoenix,Maricopa,85031,Y,RN,134,94.00%,2.20%,96.30%,95.50%,1.50%,97.00%,94.00%,2.20%,96.30%,98.50%,1.50%,100%,87.30%,0.00%,100%,1.50%,1.50%,1.50%
Frank Elementary School,Public,8409 S Avenida Del Yaqui,Guadalupe,Maricopa,85283,Y,RN,88,95.50%,0.00%,95.50%,97.70%,0.00%,97.70%,98.90%,0.00%,98.90%,98.90%,0.00%,98.90%,95.50%,0.00%,100%,0.00%,0.00%,0.00%
Franklin At Alma Elementary,Public,1313 W Medina Ave.,Mesa,Maricopa,85202,Y,RN,53,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,90.60%,1.90%,100%,1.90%,0.00%,1.90%
Franklin At Brimhall Elementary,Public,4949 W. Southern Ave.,Mesa,Maricopa,85206,Y,RN,150,94.70%,5.30%,100%,94.00%,6.00%,100%,94.00%,6.00%,100%,94.00%,6.00%,100%,85.30%,0.00%,100%,7.30%,0.70%,0.00%
Franklin Elementary School,Public,1753 E 8th Ave.,Mesa,Maricopa,85204,Y,RN,124,91.10%,8.90%,100%,90.30%,8.90%,99.20%,91.10%,8.90%,100%,91.10%,8.90%,100%,77.40%,8.10%,100%,11.30%,0.80%,6.50%
Franklin Phonetic Primary School,Charter,6116 E. Hwy 69,Prescott Valley,Yavapai,86314,N,,49,87.80%,8.20%,95.90%,83.70%,10.20%,93.90%,87.80%,8.20%,95.90%,95.90%,4.10%,100%,87.80%,4.10%,100%,14.30%,0.00%,4.10%
Franklin West Elementary School,Public,236 S. Sirrine,Mesa,Maricopa,85210,Y,RN,96,82.30%,17.70%,100%,87.50%,12.50%,100%,88.50%,11.50%,100%,89.60%,10.40%,100%,81.30%,0.00%,100%,12.50%,0.00%,0.00%
Fredonia Elementary School,Public,222 N 200 East,Fredonia,Coconino,86022,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freedom Academy North,Charter,3916 E Paradise Ln.,Phoenix,Maricopa,85032,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Freedom Academy, Inc",Charter,3916 E Paradise Ln.,Phoenix,Maricopa,85032,N,,44,88.60%,11.40%,100%,88.60%,11.40%,100%,88.60%,11.40%,100%,88.60%,11.40%,100%,88.60%,11.40%,100%,11.40%,0.00%,0.00%
Freedom Elementary School,Public,22150 W Sundance Pkwy ,Buckeye,Maricopa,85326,Y,LPN,55,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,70.90%,0.00%,100%,0.00%,0.00%,0.00%
Frontier Elementary,Public,21258 N. 81st Ave.,Peoria,Maricopa,85382,Y,RN,77,97.40%,2.60%,100%,97.40%,2.60%,100%,98.70%,1.30%,100%,98.70%,1.30%,100%,96.10%,1.30%,100%,2.60%,0.00%,0.00%
Fruchthendler Elementary School,Public,7470 E Cloud Rd.,Tucson,Pima,85750,Y,RN,64,96.90%,3.10%,100%,98.40%,1.60%,100%,95.30%,4.70%,100%,98.40%,1.60%,100%,96.90%,1.60%,100%,3.10%,1.60%,1.60%
Frye Elementary School,Public,801 East Frye Rd.,Chandler,Maricopa,85225,N,,77,93.50%,6.50%,100%,94.80%,5.20%,100%,93.50%,6.50%,100%,97.40%,2.60%,100%,59.70%,2.60%,100%,2.60%,2.60%,2.60%
Fuller Elementary School,Public,1975 E Cornell Dr.,Tempe,Maricopa,85283,Y,RN,119,98.30%,1.70%,100%,97.50%,2.50%,100%,97.50%,2.50%,100%,96.60%,3.40%,100%,98.30%,1.70%,100%,4.20%,0.00%,0.80%
G Frank Davidson Elementary School,Public,6935 W Osborne Rd.,Phoenix,Maricopa,85033,Y,LPN,136,97.10%,0.00%,97.10%,96.30%,0.00%,96.30%,99.30%,0.00%,99.30%,98.50%,0.00%,98.50%,87.50%,0.00%,99.30%,0.00%,0.70%,0.00%
Gadsden Elementary School,Public,18745 Gadsden St.,Gadsden,Yuma,85349,N,,70,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,92.90%,0.00%,100%,0.00%,0.00%,0.00%
Gale Elementary,Public,678 S. Gollob Rd.,Tucson,Pima,85710,Y,RN,66,98.50%,0.00%,98.50%,98.50%,0.00%,98.50%,98.50%,0.00%,98.50%,98.50%,0.00%,98.50%,89.40%,0.00%,100%,0.00%,0.00%,0.00%
Gallego Basic Elementary School,Public,6200 S Hemisphere Pl.,Tucson,Pima,85706,N,,126,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,96.80%,0.00%,100%,0.00%,0.00%,0.00%
Galveston Elementary School,Public,661 E. Galveston St.,Chandler,Maricopa,85225,N,,88,96.60%,1.10%,97.70%,96.60%,1.10%,97.70%,94.30%,1.10%,95.50%,96.60%,1.10%,97.70%,70.50%,1.10%,100%,1.10%,0.00%,0.00%
Ganado Unified School District #20,Public,P.O. Box 1757,Ganado,Apache,86505,Y,RN,82,97.60%,1.20%,98.80%,97.60%,1.20%,98.80%,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,1.20%,0.00%,1.20%
Garden Lakes Elementary School,Public,10825 W Garden Lakes Pkwy,Avondale,Maricopa,85323,Y,LPN,76,97.40%,2.60%,100%,97.40%,2.60%,100%,97.40%,2.60%,100%,97.40%,2.60%,100%,97.40%,2.60%,100%,2.60%,0.00%,2.60%
Garfield School,Public,811 N 13th St.,Phoenix,Maricopa,85006,Y,RN,73,94.50%,0.00%,94.50%,93.20%,0.00%,93.20%,95.90%,0.00%,95.90%,94.50%,0.00%,94.50%,87.70%,0.00%,98.60%,0.00%,0.00%,0.00%
Gary A. Knox Elementary School,Public,2926 S. 21st Dr. ,Yuma,Yuma,85364,N,,97,99.00%,0.00%,99.00%,99.00%,0.00%,99.00%,99.00%,0.00%,99.00%,100%,0.00%,100%,99.00%,0.00%,99.00%,0.00%,0.00%,0.00%
Gateway Pointe Elementary,Public,2069 S Delatorre Dr.,Higley,Maricopa,85236,N,,117,94.90%,5.10%,100%,94.90%,5.10%,100%,93.20%,6.80%,100%,94.90%,5.10%,100%,88.90%,5.10%,100%,6.80%,0.00%,5.10%
Gateway Polytechnic,Public,5149 South Signal Butte,Mesa,Maricopa,85212,N,,85,88.20%,9.40%,97.60%,87.10%,9.40%,96.50%,88.20%,9.40%,97.60%,89.40%,9.40%,98.80%,82.40%,8.20%,98.80%,9.40%,0.00%,9.40%
Gateway School,Public,1100 N 35th St.,Phoenix,Maricopa,85008,Y,RN,79,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Gavilan Peak Elementary,Public,2701 W Memorial Dr.,Anthem,Maricopa,85086,Y,RN,43,97.70%,2.30%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,88.40%,0.00%,100%,0.00%,2.30%,0.00%
Gem Charter School,Charter,1704 N Center St.,Mesa,Maricopa,85201,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
George Washington Carver Elementary Schoo,Public,1341 5th St.,Yuma,Yuma,85364,Y,RN,63,96.80%,1.60%,98.40%,96.80%,1.60%,98.40%,95.20%,1.60%,96.80%,98.40%,1.60%,100%,93.70%,1.60%,100%,1.60%,1.60%,1.60%
Gethsemane Lutheran Church And School,Private,1035 East Guadalupe Rd.,Tempe,Maricopa,85283,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gila Bend Unified Schools,Public,P.O. Box V,Gila Bend,Maricopa,85337,N,,32,100%,0.00%,100%,90.60%,0.00%,90.60%,90.60%,0.00%,90.60%,90.60%,0.00%,90.60%,87.50%,0.00%,87.50%,0.00%,0.00%,0.00%
Gila Crossing Community School,Public,4408 W Pecos Rd.,Laveen,Maricopa,85339,Y,RN,66,98.50%,0.00%,98.50%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,98.50%,0.00%,100%,0.00%,0.00%,0.00%
Gilbert Arts Academy,Charter,862 E Elliot Rd.,Gilbert,Maricopa,85234,N,,23,78.30%,17.40%,95.70%,69.60%,17.40%,87.00%,69.60%,17.40%,87.00%,82.60%,13.00%,95.70%,60.90%,13.00%,100%,17.40%,0.00%,13.00%
Gilbert Christian Elementary And Middle Sch,Private,1424 S Promenade Ln.,Gilbert,Maricopa,85296,N,,56,94.60%,5.40%,100%,91.10%,8.90%,100%,91.10%,8.90%,100%,94.60%,5.40%,100%,92.90%,5.40%,100%,8.90%,0.00%,5.40%
Gilbert Elementary School,Public,646 S. Cardinal St.,Gilbert,Maricopa,85296,Y,RN,72,94.40%,4.20%,98.60%,95.80%,2.80%,98.60%,95.80%,4.20%,100%,95.80%,2.80%,98.60%,86.10%,1.40%,100%,4.20%,0.00%,2.80%
Glendale American School,Public,8530 N 55th Ave.,Glendale,Maricopa,85302,Y,RN,89,94.40%,1.10%,95.50%,97.80%,1.10%,98.90%,98.90%,1.10%,100%,98.90%,1.10%,100%,84.30%,1.10%,100%,1.10%,0.00%,0.00%
Glendale Landmark Middle School,Public,5730 W Myrtle Ave.,Glendale,Maricopa,85301,N,,88,95.50%,1.10%,96.60%,96.60%,1.10%,97.70%,100%,0.00%,100%,100%,0.00%,100%,89.80%,1.10%,100%,2.30%,0.00%,0.00%
Glenn F Burton School,Public,4801 W Maryland Ave.,Glendale,Maricopa,85301,Y,LPN,82,98.80%,0.00%,98.80%,98.80%,0.00%,98.80%,100%,0.00%,100%,98.80%,0.00%,98.80%,89.00%,0.00%,100%,0.00%,0.00%,0.00%
Glenn L Downs Elementary,Public,3600 North 47th Ave.,Phoenix,Maricopa,85031,Y,RN,81,96.30%,1.20%,97.50%,96.30%,1.20%,97.50%,98.80%,1.20%,100%,97.50%,1.20%,98.80%,97.50%,1.20%,100%,1.20%,0.00%,1.20%
Glenview Adventist School,Private,6801 N 43rd Ave.,Phoenix,Maricopa,85019,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gowan Science Academy,Public,1590 Avenue C,Yuma,Yuma,85364,Y,RN,60,98.30%,1.70%,100%,98.30%,1.70%,100%,98.30%,1.70%,100%,98.30%,1.70%,100%,96.70%,1.70%,100%,1.70%,0.00%,1.70%
Grace Community Christian School,Private,1200 E Southern Ave.,Tempe,Maricopa,85282,N,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Grace Fellowship Academy,Private,1330 N Miller Rd.,Buckeye,Maricopa,85236,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Grace Lutheran School,Private,5600 W Palmaire Ave.,Glendale,Maricopa,85301,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Grace Neal Preschool,Private,1730 Kino Ave.,Kingman,Mohave,86409,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gracepointe Christian Academy,Private,5455 S. Westover Ave.,Tucson,Pima,85746,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Granada Primary School,Public,3232 W Campbell Ave. ,Phoenix,Maricopa,85017,N,,206,98.10%,0.00%,98.10%,99.50%,0.00%,99.50%,99.50%,0.00%,99.50%,99.00%,0.00%,99.00%,86.90%,0.00%,100%,0.00%,0.00%,0.00%
Grand Canyon School,Public,P.O.box 519,Grand Canyon,Coconino,86023,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Granvile Elementary,Public,5250 Stover Dr.,Prescott Valley,Yavapai,86314,Y,RN,68,86.80%,7.40%,94.10%,92.60%,7.40%,100%,89.70%,5.90%,95.60%,91.20%,4.40%,95.60%,83.80%,5.90%,100%,7.40%,0.00%,2.90%
Grayhawk Elementary School,Public,7525 E Grayhawk Dr.,Scottsdale,Maricopa,85255,Y,RN,69,76.80%,4.30%,81.20%,84.10%,4.30%,88.40%,88.40%,4.30%,92.80%,88.40%,4.30%,92.80%,79.70%,4.30%,98.60%,4.30%,0.00%,4.30%
Great Expectations Academy,Charter,1466 W Camino Antigua,Sahuarita,Pima,85629,N,,39,94.90%,2.60%,97.40%,94.90%,2.60%,97.40%,92.30%,5.10%,97.40%,94.90%,2.60%,97.40%,89.70%,2.60%,100%,2.60%,0.00%,2.60%
