SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
GARY A KNOX ELEMENTARY,2926 S 21ST DR,YUMA,YUMA,85364,NO,,PUBLIC,95,100%,0%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,2%,0%,2%
GATEWAY POINTE ELEMENTARY,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,NO,,PUBLIC,128,95%,5%,100%,85%,13%,98%,83%,16%,98%,96%,4%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,16%,0%,3%
GATEWAY SCHOOL,1100 N 35TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,95,99%,1%,100%,98%,1%,100%,98%,1%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
GAVILAN PEAK ELEMENTARY,2701 W MEMORIAL DR,ANTHEM,MARICOPA,85086,YES,RN,PUBLIC,70,89%,11%,100%,87%,10%,99%,87%,10%,99%,90%,10%,100%,89%,11%,100%,89%,11%,100%,89%,11%,100%,11%,0%,0%
GEM CHARTER SCHOOL,1704 N CENTER ST,MESA,MARICOPA,85201,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GILA BEND ELEMENTARY SCHOOL,308 N MARTIN AVE,GILA BEND,MARICOPA,,NO,,CHARTER,30,90%,0%,90%,93%,0%,93%,93%,0%,93%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GILA CROSSING COMMUNITY SCHOOL,4408 W PECOS RD,LAVEEN,MARICOPA,85339,YES,RN,PUBLIC,48,100%,0%,100%,94%,0%,100%,94%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GILA VISTA JR HIGH SCHOOL,2245 ARIZONA AVE,YUMA,YUMA,85364,NO,,PUBLIC,143,100%,0%,100%,97%,1%,100%,95%,1%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
GILBERT ARTS ACADEMY,862 E ELLIOT RD,GILBERT,MARICOPA,85234,NO,,CHARTER,22,86%,14%,100%,68%,14%,82%,64%,18%,100%,82%,18%,100%,91%,9%,100%,82%,18%,100%,82%,18%,100%,18%,0%,18%
GILBERT CHRISTIAN ELEMENTARY & MIDDLE SCHOOL,1424 S PROMENADE LN,GILBERT,MARICOPA,85296,NO,,PRIVATE,58,84%,16%,100%,84%,16%,100%,81%,14%,100%,84%,16%,100%,86%,14%,100%,83%,17%,100%,84%,16%,100%,17%,0%,14%
GILBERT CHRISTIAN SCHOOLS - GREENFIELD,4341 S. GREENFIELD RD,GILBERT,MARICOPA,85297,NO,,PRIVATE,27,93%,7%,100%,93%,7%,100%,85%,15%,100%,93%,7%,100%,89%,11%,100%,85%,15%,100%,96%,4%,100%,22%,0%,4%
GILBERT ELEMENTARY SCHOOL,175 W ELLIOT RD,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,73,97%,3%,100%,95%,5%,100%,95%,5%,100%,97%,3%,100%,95%,5%,100%,97%,3%,100%,96%,4%,100%,8%,0%,3%
GILILLAND MIDDLE SCHOOL,1025 S BECK AVE,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,284,97%,3%,100%,94%,3%,100%,93%,4%,100%,98%,2%,100%,98%,2%,100%,98%,1%,100%,97%,3%,100%,3%,0%,3%
GLADDEN FARMS ELEMENTARY SCHOOL,11745 W GLADDEN FARMS DR.,MARANA,PIMA,85653,YES,RN,PUBLIC,91,98%,2%,100%,95%,2%,97%,92%,4%,97%,98%,2%,100%,97%,2%,99%,97%,2%,99%,99%,1%,100%,2%,2%,2%
GLENDALE AMERICAN SCHOOL,8530 N 55TH AVE,GLENDALE,MARICOPA,85302,YES,RN,PUBLIC,80,98%,3%,100%,98%,0%,100%,93%,3%,100%,98%,3%,100%,98%,3%,100%,98%,3%,100%,93%,0%,93%,3%,0%,0%
GLENDALE LANDMARK MIDDLE SCHOOL,5730 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,83,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GLENDALE PREPARATORY ACADEMY,23276 N. 83RD AVE,PEORIA,MARICOPA,85383,YES,Both,CHARTER,99,95%,5%,100%,93%,7%,100%,92%,8%,100%,94%,6%,100%,94%,6%,100%,95%,5%,100%,95%,5%,100%,9%,0%,5%
GLENN F BURTON SCHOOL,4801 W MARYLAND AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,64,100%,0%,100%,98%,2%,100%,97%,3%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,2%,2%,0%
GLENN L DOWNS SCHOOL,3611 N 47TH AVE,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,96,99%,1%,100%,95%,2%,99%,95%,2%,99%,96%,1%,100%,99%,1%,100%,99%,1%,100%,96%,1%,97%,2%,0%,1%
GLENVIEW ADVENTIST SCHOOL,6801 N 43RD AVE,PHOENIX,MARICOPA,85019,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GOMPERS REHABILITATION CENTER,6601 N 27TH AVE,PHOENIX,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GOWAN SCIENCE ACADEMY,1590 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,60,100%,0%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,98%,2%,100%,98%,2%,100%,2%,0%,0%
GRACE CHRISTIAN ACADEMY,1200 E SOUTHERN AVE,TEMPE,MARICOPA,85282,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRACE FELLOWSHIP ACADEMY,1330 N MILLER RD,BUCKEYE,MARICOPA,85326,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRACE LUTHERAN SCHOOL,5600 W PALMAIRE AVE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRANADA EAST SCHOOL,3022 W CAMPBELL AVE,PHOENIX,MARICOPA,85017,YES,LPN,PUBLIC,237,99%,0%,100%,96%,2%,98%,96%,2%,98%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,2%,0%,0%
GRAND CANYON ELEMENTARY,1 BOULDER ST,GRAND CANYON,COCONINO,86023,NO,,PUBLIC,22,100%,0%,100%,100%,0%,100%,95%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GRANITE MOUNTAIN MIDDLE SCHOOL,1800 WILLIAMSON VALLEY RD,PRESCOTT,YAVAPAI,,YES,RN,PUBLIC,291,97%,3%,100%,92%,8%,100%,91%,8%,100%,96%,3%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,9%,0%,3%
GRANVILLE ELEMENTARY,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,69,90%,10%,100%,88%,7%,97%,88%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,10%,0%,10%
GRAYHAWK ELEMENTARY SCHOOL,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,56,100%,0%,100%,63%,2%,64%,54%,2%,55%,98%,2%,100%,96%,2%,100%,98%,0%,100%,98%,2%,100%,4%,0%,0%
GREAT HEART ACADEMIES ARCHWAY CICERO,7205 N PIMA RD,SCOTTSDALE,MARICOPA,85258,YES,RN,CHARTER,101,94%,6%,100%,85%,11%,100%,81%,15%,100%,92%,8%,100%,94%,6%,100%,93%,7%,100%,94%,6%,100%,17%,0%,6%
GREAT HEART ACADEMIES ARCHWAY LINCOLN,2250 S GILBERT RD,CHANDLER,MARICOPA,,NO,,CHARTER,124,92%,7%,99%,88%,10%,99%,86%,11%,98%,88%,9%,97%,90%,8%,98%,87%,11%,98%,90%,8%,98%,15%,2%,0%
GREAT HEARTS ACADEMIES - ARCHWAY ARETE GILBERT,4525 E BASELINE RD,MESA,MARICOPA,85234,YES,RN,CHARTER,101,97%,3%,100%,90%,10%,100%,88%,12%,100%,94%,5%,99%,95%,5%,100%,95%,5%,100%,96%,4%,100%,12%,1%,4%
GREAT HEARTS ACADEMIES - ARCHWAY NORTH PHOENIX,14100 N 32ND ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,119,97%,3%,100%,89%,9%,100%,88%,10%,100%,97%,3%,100%,95%,5%,100%,97%,3%,100%,97%,3%,100%,13%,0%,3%
GREEN FIELDS COUNTRY DAY SCHOOL,6000 N CAMINO DE LA TIERRA,TUCSON,PIMA,85741,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GREENBRIER ELEMENTARY SCHOOL,6150 W GREENBRIER DR,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,41,90%,5%,95%,90%,5%,95%,88%,5%,93%,93%,5%,98%,98%,2%,100%,93%,5%,98%,98%,2%,100%,5%,0%,2%
GREENFIELD ELEMENTARY SCHOOL,2550 E ELLIOT RD,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,142,96%,4%,100%,94%,6%,100%,94%,6%,100%,96%,4%,100%,95%,4%,100%,98%,2%,100%,97%,3%,100%,6%,0%,2%
GRIDLEY MIDDLE SCHOOL,350 S HARRISON RD,TUCSON,PIMA,85748,YES,RN,PUBLIC,278,97%,3%,100%,98%,1%,100%,95%,1%,97%,98%,1%,100%,98%,2%,100%,97%,1%,100%,99%,1%,100%,3%,0%,1%
GRIFFITH ELEMENTARY SCHOOL,4505 E PALM LN,PHOENIX,MARICOPA,85008,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
H L SUVERKRUP ELEMENTARY SCHOOL,1590 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,68,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
HALE ELEMENTARY SCHOOL,1425 N 23RD ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,97,95%,5%,100%,90%,7%,100%,88%,9%,100%,98%,2%,100%,97%,3%,100%,99%,1%,100%,100%,0%,100%,9%,0%,1%
HALEY ELEMENTARY,3401 S LAYTON LAKES,CHANDLER,MARICOPA,85286,NO,,PUBLIC,153,95%,5%,100%,85%,10%,100%,86%,9%,100%,95%,5%,100%,94%,6%,100%,97%,3%,100%,98%,2%,100%,11%,0%,0%
HAPPY VALLEY SCHOOL,7140 W HAPPY VALLEY RD,PEORIA,MARICOPA,,YES,LPN,CHARTER,59,92%,8%,100%,90%,10%,100%,90%,10%,100%,92%,8%,100%,92%,8%,100%,93%,7%,100%,95%,5%,100%,12%,2%,5%
HAPPY VALLEY SCHOOL - EAST CAMPUS,"22721 S ELLSWORTH RD, STE 103",QUEEN CREEK,PINAL,85140,NO,,CHARTER,46,100%,0%,100%,87%,7%,100%,87%,7%,100%,100%,0%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,7%,0%,0%
HAROLD W SMITH SCHOOL,6534 N 63RD AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,100,99%,0%,99%,98%,0%,100%,96%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,2%
HARRIS ELEMENTARY SCHOOL,1820 S HARRIS DR,MESA,MARICOPA,85204,YES,RN,PUBLIC,54,100%,0%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,2%,0%,0%
HARTFORD SYLVIA ENCINAS ELEMENTARY SCHOOL,700 N HARTFORD ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,106,99%,1%,100%,92%,6%,100%,92%,6%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,6%,0%,1%
HARVEST PREPARATORY ACADEMY,350 E 18TH ST,YUMA,YUMA,85364,NO,,CHARTER,79,100%,0%,100%,99%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,99%,0%,99%,0%,0%,0%
HARVEST PREPARATORY ACADEMY - GOODYEAR,14900 W VAN BUREN ST,GOODYEAR,MARICOPA,85338,NO,,CHARTER,34,100%,0%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,97%,3%,100%,3%,0%,0%
"HARVEST PREPARATORY ACADEMY, SAN LUIS",1044 N 10TH AVE,SAN LUIS,YUMA,85349,NO,,CHARTER,77,100%,0%,100%,91%,0%,100%,91%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
HAVASU PREPARATORY ACADEMY,3155 MARICOPA AVE,LAKE HAVASU CITY,MOHAVE,86406,NO,,CHARTER,34,97%,0%,100%,74%,9%,85%,68%,9%,79%,94%,0%,94%,94%,0%,94%,97%,0%,97%,100%,0%,100%,9%,0%,9%
HAVASUPAI ELEMENTARY SCHOOL,880 CASHMERE DR,LAKE HAVASU CITY,MOHAVE,86404,YES,RN,PUBLIC,55,98%,2%,100%,85%,7%,96%,85%,7%,96%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,7%,0%,2%
HAVEN MONTESSORI CHARTER SCHOOL,621 W CLAY AVE,FLAGSTAFF,COCONINO,86001,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HEARN ACADEMY,17606 N 7TH AVE,PHOENIX,MARICOPA,85023,YES,RN,CHARTER,74,92%,8%,100%,91%,9%,100%,89%,11%,100%,92%,8%,100%,92%,8%,100%,92%,8%,100%,92%,8%,100%,11%,0%,7%
HELEN KEELING ELEMENTARY SCHOOL,2837 N LOS ALTOS AVE,TUCSON,PIMA,85705,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HERITAGE ELEMENTARY - WILLIAMS,790 E RODEO RD,WILLIAMS,COCONINO,86046,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HERITAGE MIDDLE SCHOOL,1076 N RD 1 W,CHINO VALLEY,YAVAPAI,86323,YES,RN,PUBLIC,201,92%,8%,100%,72%,28%,100%,72%,28%,100%,93%,7%,100%,93%,7%,100%,92%,8%,100%,93%,7%,100%,28%,0%,7%
HERITAGE SCHOOL,5312 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,YES,LPN,PUBLIC,69,96%,4%,100%,87%,0%,90%,83%,0%,100%,100%,0%,100%,100%,0%,100%,97%,0%,97%,100%,0%,100%,1%,0%,1%
HERMOSA MONTESSORI SCHOOL,12051 E FORT LOWELL RD,TUCSON,PIMA,85749,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HERMOSA VISTA ELEMENTARY SCHOOL,2626 N 24TH ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,103,98%,2%,100%,92%,8%,100%,92%,8%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,8%,0%,2%
HIGHLAND ELEMENTARY SCHOOL,3042 E ADOBE ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,124,96%,4%,100%,90%,8%,100%,90%,8%,100%,94%,6%,100%,96%,4%,100%,97%,3%,100%,98%,2%,100%,14%,1%,2%
HIGHLAND FREE SCHOOL,510 S HIGHLAND AVE,TUCSON,PIMA,85719,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HIGHLAND LAKES SCHOOL,19000 N 63RD AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,116,97%,3%,100%,92%,5%,97%,92%,5%,97%,95%,3%,97%,97%,3%,100%,97%,3%,100%,97%,3%,100%,6%,0%,3%
HIGHLAND PARK ELEMENTARY,230 N COLE DR,GILBERT,MARICOPA,,NO,,CHARTER,139,95%,5%,100%,89%,6%,99%,89%,7%,99%,94%,6%,100%,94%,6%,100%,96%,4%,100%,96%,4%,100%,12%,0%,12%
HIGLEY TRADITIONAL ACADEMY,3391 E VEST AVE,GILBERT,MARICOPA,85295,NO,,PUBLIC,85,96%,4%,100%,92%,7%,100%,92%,7%,100%,96%,4%,100%,95%,5%,100%,96%,4%,100%,96%,4%,100%,7%,0%,4%
HILLSIDE ELEMENTARY SCHOOL,HC 01 BOX 3056,BAGDAD,YAVAPAI,86321,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HI-STAR CENTER FOR CHILDREN,5807 N 43RD AVE,GLENDALE,MARICOPA,85019,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOLBROOK ADVENTIST INDIAN SCHOOL,2180 MCLAWS RD,HOLBROOK,NAVAJO,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOLBROOK JUNIOR HIGH SCHOOL,412 W BUFFALO ST,HOLBROOK,NAVAJO,86025,YES,RN,PUBLIC,92,99%,1%,100%,98%,2%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,1%,1%
HOLLINGER ELEMENTARY SCHOOL,150 W AJO WAY,TUCSON,PIMA,85713,YES,RN,PUBLIC,81,100%,0%,100%,99%,0%,100%,98%,0%,99%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
HOLMES ELEMENTARY SCHOOL,948 S HORNE,MESA,MARICOPA,85204,YES,RN,PUBLIC,102,98%,2%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,2%,0%,0%
HOLSTEINER AGRICULTURAL SCHOOL,44400 W HONEYCUTT RD,MARICOPA,PINAL,85138,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOLY CROSS LUTHERAN SCHOOL,1420 W THUNDERBIRD RD,PHOENIX,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOPE CHRISTIAN ACADEMY,1125 N DOBSON RD,CHANDLER,MARICOPA,85224,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HORIZON COMMUNITY LEARNING CENTER,16233 S 48TH ST,PHOENIX,MARICOPA,,NO,,CHARTER,125,97%,3%,100%,92%,6%,100%,90%,9%,100%,98%,2%,100%,92%,8%,100%,94%,6%,100%,94%,6%,100%,16%,0%,1%
HORIZON SCHOOL,8520 N 47TH AVE,GLENDALE,MARICOPA,85302,YES,RN,PUBLIC,112,97%,3%,100%,91%,9%,100%,88%,12%,100%,96%,4%,100%,97%,3%,100%,96%,4%,100%,100%,0%,100%,12%,0%,0%
HORSESHOE TRAILS ELEMENTARY SCHOOL,5405 E PINNACLE VISTA DR,PHOENIX,MARICOPA,85054,NO,,PUBLIC,80,98%,3%,100%,85%,8%,93%,84%,8%,91%,98%,3%,100%,96%,4%,100%,95%,5%,100%,94%,6%,100%,11%,0%,9%
HOUSTON ELEMENTARY SCHOOL,500 E HUSTON AVE,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,54,93%,7%,100%,89%,9%,100%,89%,9%,100%,93%,7%,100%,93%,7%,100%,91%,9%,100%,94%,6%,100%,13%,2%,7%
HUACHUCA CITY ELEMENTARY SCHOOL,100 SCHOOL DR,HUACHUCA CITY,COCHISE,85616,NO,,PUBLIC,36,97%,3%,100%,94%,6%,100%,94%,6%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,6%,0%,6%
HUACHUCA MOUNTAIN ELEMENTARY SCHOOL,3228 SAINT ANDREWS DR,SIERRA VISTA,COCHISE,85650,YES,RN,PUBLIC,80,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,3%,0%,3%
HUMBOLDT ELEMENTARY SCHOOL,2750 S CORRAL ST,HUMBOLT,YAVAPAI,86329,YES,RN,PUBLIC,70,97%,3%,100%,74%,6%,80%,74%,6%,80%,94%,6%,100%,94%,6%,100%,97%,3%,100%,97%,3%,100%,6%,0%,6%
HURLEY RANCH ELEMENTARY,8950 W ILLINI ST,TOLLESON,MARICOPA,,NO,,PUBLIC,131,99%,0%,100%,100%,0%,100%,96%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
IGNACIO CONCHOS ELEMENTARY SCHOOL,1718 W. VINEYARD RD,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,38,95%,0%,95%,53%,0%,53%,47%,0%,47%,95%,0%,95%,95%,0%,95%,95%,0%,95%,95%,0%,95%,0%,0%,0%
IMAGINE  WEST GILBERT MIDDLE SCHOOL,2061 S GILBERT RD,GILBERT,MARICOPA,85295,NO,,CHARTER,31,90%,6%,97%,81%,6%,87%,74%,6%,81%,81%,0%,81%,84%,6%,90%,77%,6%,84%,87%,6%,94%,6%,6%,6%
IMAGINE CHARTER ELEMENTARY SCHOOL AT EAST,9701 E SOUTHERN AVE,MESA,MARICOPA,85209,NO,,CHARTER,83,83%,0%,83%,82%,1%,84%,82%,1%,84%,83%,0%,83%,83%,0%,83%,83%,1%,84%,83%,0%,83%,5%,0%,0%
IMAGINE CHARTER SCHOOL AT BELL CANYON,18052 N BLACK CANYON HWY,PHOENIX,MARICOPA,85053,NO,,CHARTER,34,94%,6%,100%,88%,12%,100%,88%,12%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,12%,0%,6%
IMAGINE ELEMENTARY AT AVONDALE,950 N ELISIO C FELIX JR WAY,AVONDALE,MARICOPA,85053,NO,,CHARTER,77,99%,1%,100%,100%,0%,100%,96%,0%,100%,97%,3%,100%,99%,1%,100%,99%,1%,100%,97%,3%,100%,5%,0%,1%
IMAGINE ELEMENTARY AT DESERT WEST,6738 W MCDOWELL RD,PHOENIX,MARICOPA,85035,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IMAGINE MIDDLE AT CAMELBACK,5050 N 19TH AVE,PHOENIX,MARICOPA,85015,NO,,CHARTER,74,93%,1%,100%,86%,1%,93%,81%,1%,88%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
IMAGINE MIDDLE AT DESERT WEST,6738 W MCDOWELL RD,PHOENIX,MARICOPA,,NO,,CHARTER,180,99%,1%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
IMAGINE MIDDLE AT SUPERSTITION,1843 W 16TH AVE,APACHE JUNCTION,PINAL,85120,NO,,CHARTER,29,97%,3%,100%,97%,3%,100%,69%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
IMAGINE MIDDLE SCHOOL AT CORTEZ PARK,3535 W DUNLAP AVE,PHOENIX,MARICOPA,85051,NO,,CHARTER,82,99%,1%,100%,98%,1%,100%,96%,1%,99%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,1%,1%
IMAGINE MIDDLE SCHOOL AT SURPRISE,14850 N 156TH AVE,SURPRISE,MARICOPA,85379,NO,,CHARTER,126,80%,7%,87%,80%,7%,87%,69%,7%,76%,79%,7%,87%,79%,7%,86%,76%,7%,83%,78%,7%,85%,7%,1%,7%
IMAGO DEI MIDDLE SCHOOL,55 N 6TH AVE,TUCSON,PIMA,85701,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IMMACULATE CONCEPTION CATHOLIC SCHOOL,700 NORTH BILL GRAY ROAD,COTTONWOOD,YAVAPAI,86326,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
