SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL,Column1
Mexicayotl Charter School,Charter,2059 N Grand Ave.,Nogales,Santa Cruz,85621,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Michael Anderson School,Public,45 S. 3rd Ave.,Avondale,Maricopa,85302,Y,LPN,94,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,98.90%,0.00%,98.90%,87.20%,0.00%,100%,0.00%,0.00%,0.00%,
Miles-exploratory Learning Center,Public,1400 E Broadway Blvd.,Tucson,Pima,85719,Y,RN,30,96.70%,3.30%,100%,93.30%,3.30%,96.70%,93.30%,3.30%,96.70%,93.30%,6.70%,100%,93.30%,6.70%,100%,93.30%,6.70%,100%,86.70%,3.30%,100%,6.70%,0.00%,3.30%,
Milestones Charter School,Charter,4201 E Robert E Lee St. ,Phoenix,Maricopa,85032,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Mingus Springs Charter School,Charter,3600 N. Sunset Dr.,Chino Valley,Yavapai,86323,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Mirage Elementary School,Public,3910 W Grovers Ave. ,Glendale,Maricopa,85308,Y,RN,88,98.90%,1.10%,100%,94.30%,5.70%,100%,94.30%,5.70%,100%,98.90%,1.10%,100%,97.70%,2.30%,100%,100%,0.00%,100%,86.40%,0.00%,100%,5.70%,0.00%,0.00%,
Mission Manor Elementary School,Public,600 W Santa Rosa St. ,Tucson,Pima,85706,Y,RN,101,100%,0.00%,100%,100%,0.00%,100%,99.00%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,97.00%,0.00%,99.00%,0.00%,0.00%,0.00%,
Mission Montessori Academy,Charter,12990 E Shea Blvd.,Scottsdale,Maricopa,85259,N,,26,88.50%,11.50%,100%,69.20%,19.20%,100%,69.20%,19.20%,100%,84.60%,15.40%,100%,84.60%,15.40%,100%,88.50%,11.50%,100%,69.20%,15.40%,100%,19.20%,0.00%,11.50%,
Mobile Elementary School,Public,42798 S 99th Ave.,Maricopa,Maricopa,85139,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Model Creek Elementary,Public,18912 Hays Ranch Rd.,Peeples Valley,Yavapai,86332,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Mohave Accelerated Learning Center,Charter,625 Marina Blv.,Bullhead City,Mohave,86442,N,,84,97.60%,0.00%,97.60%,82.10%,0.00%,86.90%,77.40%,0.00%,77.40%,97.60%,0.00%,97.60%,96.40%,0.00%,96.40%,92.90%,0.00%,92.90%,91.70%,0.00%,100%,0.00%,0.00%,0.00%,
Mohave Middle School,Public,8490 E Jackrabbit Rd.,Scottsdale,Maricopa,85250,Y,RN,253,94.90%,5.10%,100%,92.10%,6.30%,100%,92.90%,6.30%,100%,93.70%,6.30%,100%,94.50%,5.50%,100%,94.50%,5.50%,100%,75.10%,4.70%,100%,6.30%,0.00%,4.30%,
Mohawk Valley School District 17,Public,5151 S. Ave. 39e,Roll,Yuma,85347,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Monte Vista Elementary School,Public,3501 E Osborn Rd. ,Phoenix,Maricopa,85018,Y,RN,88,100%,0.00%,100%,100%,0.00%,100%,94.30%,2.30%,97.70%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,2.30%,0.00%,
Montebello School,Public,5725 N 27th Ave.,Phoenix,Maricopa,85017,N,,145,100%,0.00%,100%,98.60%,0.00%,100%,98.60%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,97.90%,0.00%,100%,0.00%,0.00%,0.00%,
Montessori Academy,Charter,6050 N. Invergorgon Rd.,Paradise Valley,Maricopa,85253,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
"Montessori Day Public School, Chartered",Charter,9215 N. 14th St. ,Phoenix,Maricopa,85020,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Montessori Day Public Schools  - Mountainside,Charter,9215 N 14th St. ,Phoenix,Maricopa,85020,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Montessori Day Public Schools Chartered - Lakeside,Charter,1700 W Warner Rd. ,Chandler,Maricopa,85224,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Montessori De Santa Cruz Charter School,Charter,P.O. Box 4706,Tubac,Santa Cruz,85646,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Montessori Education Centre,Charter,815 N Gilbert Rd. ,Mesa,Maricopa,85203,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Montessori Education Centre Charter School,Charter,2834 E Southern Ave.,Mesa,Maricopa,85204,N,,25,80.00%,20.00%,100%,80.00%,20.00%,100%,80.00%,0.00%,100%,80.00%,20.00%,100%,80.00%,20.00%,100%,76.00%,24.00%,100%,76.00%,20.00%,100%,24.00%,0.00%,20.00%,
Montessori House Charter School,Charter,2415 N. Terrace Circle,Mesa,Maricopa,85203,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Montessori Kingdom Of Learning Kg-jr High,Private,13111 North 94th Dr.,Peoria,Maricopa,85381,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Montessori Schools Of Flagstaff,Charter,850 N Locust Dr. ,Flagstaff,Coconino,86001,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Moon Mountain School,Public,13425 N 19th Ave.,Phoenix,Maricopa,85029,N,,85,98.80%,1.20%,100%,92.90%,2.40%,98.80%,91.80%,2.40%,97.60%,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,87.10%,1.20%,100%,4.70%,0.00%,4.70%,
Morgan Maxwell K-8,Public,2802 W. Anklam Rd. ,Tucson,Pima,85745,Y,RN,54,100%,0.00%,100%,96.30%,0.00%,98.10%,96.30%,0.00%,98.10%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,87.00%,0.00%,100%,0.00%,0.00%,0.00%,
Morris K. Udall Escuela De Bellas Artes,Public,3715 W Roosevelt St. ,Phoenix,Maricopa,85009,Y,LPN,229,99.60%,0.00%,99.60%,93.40%,0.00%,100%,92.60%,0.00%,96.10%,100%,0.00%,100%,99.60%,0.00%,99.60%,98.70%,0.00%,98.70%,91.70%,0.00%,99.60%,0.00%,0.00%,0.00%,
Morristown Elementary School,Public,25950 W. Rockaway Hills Dr.,Morristown,Maricopa,85342,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Most Holy Trinity Catholic School,Private,535 East Alice Ave.,Phoenix,Maricopa,85020,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Mount Elden Middle School,Public,3323 N. 4th St.,Flagstaff,Coconino,86004,Y,RN,340,97.10%,2.40%,99.40%,95.30%,3.80%,100%,95.60%,3.20%,99.70%,97.40%,2.60%,100%,97.10%,2.90%,100%,98.20%,1.80%,100%,90.60%,1.80%,100%,3.50%,0.30%,0.00%,
Mountain Christian School,Private,3171 Show Low Lake Rd. ,Show Low,Navajo,85901,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Mountain Oak Charter School,Charter,1455 Willow Creek Rd. ,Prescott,Yavapai,86301,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Mountain Shadows Elementary,Public,19602 N. 45th Ave.,Glendale,Maricopa,85308,Y,RN,64,98.40%,1.60%,100%,93.80%,4.70%,100%,92.20%,4.70%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,82.80%,1.60%,100%,6.30%,0.00%,6.30%,
Mountain View Elementary School (Phoenix),Public,801 W Peoria Ave.,Phoenix,Maricopa,85029,N,,156,99.40%,0.60%,100%,98.70%,1.30%,100%,98.70%,1.30%,100%,99.40%,0.60%,100%,99.40%,0.60%,100%,98.70%,1.30%,100%,89.10%,0.60%,100%,1.90%,0.00%,0.60%,
Mountain View Elementary School (Prescott Valley),Public,8601 E Loos Dr.,Prescott Valley,Yavapai,86314,Y,RN,61,95.10%,4.90%,100%,95.10%,4.90%,100%,95.10%,4.90%,100%,95.10%,4.90%,100%,95.10%,4.90%,100%,95.10%,4.90%,100%,0.00%,4.90%,100%,4.90%,0.00%,0.00%,
Mountain View Preparatory,Public,2939 E Del Rio Dr.,Cottonwood,Yavapai,86326,Y,RN,53,94.30%,5.70%,100%,84.90%,11.30%,100%,84.90%,11.30%,100%,94.30%,5.70%,100%,94.30%,5.70%,100%,94.30%,5.70%,100%,73.60%,7.50%,100%,11.30%,0.00%,5.70%,
Mountain View School (Waddell),Public,18302 W Burton Ave.,Waddell,Maricopa,85355,Y,LPN,119,98.30%,1.70%,100%,94.10%,1.70%,95.80%,93.30%,3.40%,96.60%,97.50%,1.70%,99.20%,97.50%,1.70%,99.20%,99.20%,0.80%,100%,76.50%,1.70%,100%,3.40%,0.80%,0.80%,
Mountain Vista School (Oracle),Public,725 N Carpenter Dr.,Oracle,Pinal,85623,N,,47,97.90%,2.10%,100%,97.90%,2.10%,100%,97.90%,2.10%,100%,97.90%,2.10%,100%,97.90%,2.10%,100%,97.90%,2.10%,100%,95.70%,2.10%,100%,2.10%,0.00%,2.10%,
Mountainside Middle School,Public,11256 N 128th St. ,Scottsdale,Maricopa,85259,Y,RN,190,99.50%,0.50%,100%,95.30%,1.60%,100%,95.30%,2.10%,98.90%,98.40%,1.60%,100%,98.40%,1.60%,100%,97.90%,2.10%,100%,83.20%,1.60%,100%,4.20%,0.00%,1.10%,
Mt Tipton Elementary School,Public,16500 Pierce Ferry Rd. ,Dolan Springs,Mohave,86441,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Naco Elementary School,Public,P.O. Box 397,Naco,Cochise,85620,N,,38,100%,0.00%,100%,97.40%,0.00%,97.40%,97.40%,0.00%,97.40%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,97.40%,0.00%,100%,0.00%,0.00%,0.00%,
Nadaburg Elementary School,Public,21419 W. Dove Valley Rd.,Wittmann,Maricopa,85342,N,,36,94.40%,5.60%,100%,94.40%,5.60%,100%,94.40%,5.60%,100%,94.40%,5.60%,100%,94.40%,5.60%,100%,94.40%,5.60%,100%,72.20%,5.60%,100%,5.60%,0.00%,0.00%,
Nautlius Elementary School,Public,1425 Patrican Dr.,Lake Havasu City,Mohave,86404,Y,RN,46,100%,0.00%,100%,97.80%,0.00%,100%,97.80%,2.20%,100%,97.80%,2.20%,100%,97.80%,2.20%,100%,100%,0.00%,100%,73.90%,0.00%,100%,2.20%,0.00%,2.20%,
Navarrete Elementary School,Public,6490 S Sun Groves Blvd.,Chandler,Maricopa,85249,N,,111,98.20%,1.80%,100%,87.40%,1.80%,97.30%,87.40%,5.40%,100%,98.20%,1.80%,100%,97.30%,2.70%,100%,98.20%,1.80%,100%,73.00%,2.70%,100%,5.40%,0.00%,1.80%,
Naylor Middle School,Public,1701 S Columbus Blvd.,Tucson,Pima,85711,Y,RN,111,71.20%,0.00%,71.20%,83.80%,0.00%,83.80%,100%,0.00%,100%,88.30%,0.00%,88.30%,97.30%,0.00%,97.30%,96.40%,0.00%,96.40%,84.70%,0.00%,100%,0.00%,0.00%,0.00%,
Neely Traditional Academy,Public,321 W Juniper Ave.,Gilbert,Maricopa,85233,Y,RN,89,100%,0.00%,100%,97.80%,1.10%,100%,96.60%,2.20%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,89.90%,2.20%,100%,4.50%,0.00%,2.20%,
New Horizon School For The Performing Arts,Charter,446 E Broadway Rd. ,Mesa,Maricopa,85204,N,,26,100%,0.00%,100%,30.80%,0.00%,30.80%,46.20%,0.00%,46.20%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
New River Elementary School,Public,48827 N Black Canyon Hwy,Phoenix,Maricopa,85087,Y,RN,43,95.30%,2.30%,97.70%,86.00%,2.30%,88.40%,88.40%,2.30%,90.70%,97.70%,2.30%,100%,97.70%,2.30%,100%,100%,0.00%,100%,93.00%,2.30%,95.30%,2.30%,0.00%,2.30%,
New Vistas Center For Education,Private,670  N. Arizona Ave. Suite 35,Chandler,Maricopa,85225,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
New Way Academy,Private,5048 E Oak St. ,Phoenix,Maricopa,85008,N,,21,90.50%,9.50%,100%,85.70%,14.30%,100%,85.70%,14.30%,100%,85.70%,14.30%,100%,85.70%,14.30%,100%,90.50%,9.50%,100%,76.20%,9.50%,100%,14.30%,0.00%,0.00%,
New World Educational Center Charter School,Charter,5818 N. 7th St.,Phoenix,Maricopa,85014,Y,LPN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Noah Webster Schools (Mesa),Charter,7301 E Baseline Rd.,Mesa,Maricopa,85209,Y,RN,129,91.50%,8.50%,100%,87.60%,10.10%,100%,87.60%,10.10%,100%,91.50%,8.50%,100%,91.50%,8.50%,100%,93.00%,7.00%,100%,72.90%,7.80%,100%,10.90%,0.00%,0.00%,
Noah Webster Schools (Scottsdale),Charter,5399 N. Pima Rd.,Scottsdale,Maricopa,85250,Y,RN,35,80.00%,20.00%,100%,60.00%,34.30%,100%,60.00%,34.30%,100%,80.00%,20.00%,100%,80.00%,20.00%,100%,80.00%,20.00%,100%,68.60%,20.00%,100%,37.10%,0.00%,0.00%,
Noor Academy Of Arizona,Private,1130 W 23rd St. ,Tempe,Maricopa,85282,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Norterra Canyon K-8,Public,2200 W Maya Way,Phoenix,Maricopa,85085,Y,RN,82,93.90%,6.10%,100%,85.40%,13.40%,98.80%,84.10%,13.40%,97.60%,97.60%,2.40%,100%,95.10%,4.90%,100%,97.60%,2.40%,100%,81.70%,1.20%,100%,13.40%,0.00%,13.40%,
North Phoenix Preparatory Academy,Charter,"13613 N Cave Creek Rd. , Building F",Phoenix,Maricopa,85022,Y,RN,91,95.60%,4.40%,100%,92.30%,0.00%,100%,87.90%,12.10%,100%,94.50%,5.50%,100%,94.50%,5.50%,100%,92.30%,7.70%,100%,83.50%,3.30%,100%,15.40%,0.00%,3.30%,
North Ranch Elementary School,Public,16406 North 61st Pl.,Scottsdale,Maricopa,85254,Y,RN,64,98.40%,1.60%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,100%,0.00%,100%,100%,0.00%,100%,89.10%,0.00%,100%,1.60%,0.00%,0.00%,
North Valley Christian Academy,Private,42101 N. 41st Dr.,Anthem,Maricopa,85086,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Northland Preparatory Academy,Charter,3300 E. Sparrow Ave.,Flagstaff,Coconino,86001,N,,102,95.10%,3.90%,99.00%,83.30%,5.90%,91.20%,85.30%,5.90%,91.20%,94.10%,4.90%,99.00%,94.10%,4.90%,99.00%,93.10%,5.90%,99.00%,83.30%,5.90%,100%,6.90%,0.00%,2.90%,
Northwest Christian School,Private,16401 N. 43rd Ave.,Phoenix,Maricopa,85053,Y,RN,111,94.60%,5.40%,100%,83.80%,16.20%,100%,82.90%,17.10%,100%,93.70%,6.30%,100%,93.70%,6.30%,100%,91.90%,8.10%,100%,74.80%,6.30%,100%,18.00%,0.00%,3.60%,
Nosotros Academy,Charter,440 N. Grande Ave.,Tucson,Pima,85745,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Oak Creek School,Public,1 North Willard St. ,Cottonwood,Yavapai,86326,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Oak Tree Elementary,Public,505 W Houston Ave.,Gilbert,Maricopa,85233,Y,RN,85,96.50%,3.50%,100%,96.50%,1.20%,100%,95.30%,2.40%,100%,97.60%,2.40%,100%,97.60%,2.40%,100%,97.60%,2.40%,100%,78.80%,1.20%,100%,3.50%,0.00%,1.20%,
Oakwood Elementary,Public,12900 N 71st Ave.,Peoria,Maricopa,85381,Y,LPN,119,93.30%,2.50%,95.80%,92.40%,2.50%,96.60%,92.40%,2.50%,96.60%,98.30%,1.70%,100%,98.30%,1.70%,100%,98.30%,1.70%,100%,98.30%,1.70%,100%,2.50%,0.00%,0.00%,
Oasis Elementary School,Public,7841 W Sweetwater Ave. ,Peoria,Maricopa,85381,Y,LPN,86,98.80%,1.20%,100%,88.40%,11.60%,100%,89.50%,10.50%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,97.70%,2.30%,100%,86.00%,4.70%,100%,11.60%,0.00%,1.20%,
Ocotillo School,Public,3225 W Ocotillo Rd. ,Phoenix,Maricopa,85017,N,,122,99.20%,0.00%,99.20%,94.30%,0.00%,98.40%,93.40%,0.00%,95.10%,99.20%,0.00%,99.20%,100%,0.00%,100%,99.20%,0.00%,99.20%,91.00%,0.00%,100%,0.00%,0.00%,0.00%,
Old Vail Middle School,Public,13299 E. Colossal Cave Rd.,Vail,Pima,85641,N,,232,98.70%,0.40%,99.10%,96.60%,2.60%,99.60%,96.10%,3.00%,99.60%,98.30%,0.90%,99.10%,98.70%,0.40%,99.10%,98.70%,0.40%,99.10%,90.10%,0.40%,100%,2.20%,0.00%,0.40%,
Omega Alpha Academy,Charter,1402 San Antonio Ave.,Douglas,Cochise,85607,N,,37,100%,0.00%,100%,91.90%,0.00%,97.30%,91.90%,0.00%,97.30%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,89.20%,0.00%,100%,0.00%,0.00%,0.00%,
Open Doors Community School,Charter,13644 N. Sandario Rd. ,Marana,Pima,85653,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Orange Grove Middle School,Public,1911 E. Orange Grove Rd. ,Tucson,Pima,85718,Y,RN,203,99.00%,0.50%,99.50%,97.00%,2.00%,100%,92.60%,5.90%,100%,98.00%,2.00%,100%,99.00%,1.00%,100%,98.00%,1.50%,99.50%,84.20%,0.50%,100%,2.50%,4.40%,0.50%,
Orangewood Elementary School,Public,7337 N 19th Ave.,Phoenix,Maricopa,85021,N,,105,95.20%,1.90%,97.10%,98.10%,1.90%,100%,97.10%,1.90%,99.00%,97.10%,1.90%,99.00%,99.00%,1.00%,100%,98.10%,1.90%,100%,91.40%,0.00%,100%,1.90%,0.00%,0.00%,
Oro Grande Elementary School,Public,1250 Pawnee Dr.,Lake Havasu City,Mohave,86406,Y,RN,52,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,94.20%,1.90%,100%,1.90%,0.00%,1.90%,
Our Lady Of Mount Carmel School,Private,2117 S Rural Rd. ,Tempe,Maricopa,85282,Y,RN,49,100%,0.00%,100%,98.00%,0.00%,100%,98.00%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Our Lady Of Perpetual Help  Elementary School (Glendale),Private,7521 N. 57th Ave.,Glendale,Maricopa,85301,N,,28,96.40%,0.00%,96.40%,60.70%,0.00%,60.70%,60.70%,0.00%,60.70%,92.90%,0.00%,92.90%,92.90%,0.00%,92.90%,92.90%,0.00%,92.90%,82.10%,0.00%,96.40%,0.00%,0.00%,0.00%,
Our Lady Of Perpetual Help Catholic School (Scottsdale),Private,3801 N. Miller Rd.,Scottsdale,Maricopa,85251,N,,49,98.00%,2.00%,100%,91.80%,6.10%,100%,91.80%,8.20%,100%,95.90%,4.10%,100%,95.90%,4.10%,100%,91.80%,8.20%,100%,77.60%,8.20%,100%,8.20%,2.00%,0.00%,
Our Mother Of Sorrows Catholic School,Private,1800 S Kolb Rd.,Tucson,Pima,85710,Y,RN,44,97.70%,2.30%,100%,97.70%,0.00%,97.70%,97.70%,2.30%,100%,97.70%,2.30%,100%,97.70%,2.30%,100%,97.70%,2.30%,100%,93.20%,2.30%,100%,2.30%,0.00%,2.30%,
Owens School District No. 6,Public,P.O. Bbox 38,Wikieup,Mohave,85360,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Page Middle School,Public,P.O. Box 1927,Page,Coconino,86040,N,,209,97.60%,2.40%,100%,92.80%,6.20%,99.00%,92.80%,6.20%,99.00%,96.70%,3.30%,100%,96.20%,3.80%,100%,98.10%,1.90%,100%,85.20%,3.80%,100%,4.80%,3.30%,0.00%,
Paideia Academies,Charter,7777 S. 15th Terrace,Phoenix,Maricopa,85042,Y,RN,43,95.30%,2.30%,97.70%,93.00%,0.00%,93.00%,88.40%,2.30%,90.70%,95.30%,2.30%,97.70%,95.30%,2.30%,97.70%,97.70%,2.30%,100%,97.70%,2.30%,100%,2.30%,0.00%,0.00%,
Painted Rock Academy,Charter,14800 N. 25th Dr.,Phoenix,Maricopa,85023,Y,RN,51,96.10%,3.90%,100%,92.20%,0.00%,96.10%,96.10%,3.90%,100%,96.10%,3.90%,100%,96.10%,3.90%,100%,56.90%,3.90%,60.80%,62.70%,3.90%,100%,3.90%,0.00%,3.90%,
Palm Valley Montessori School,Private,629 N. Sarival Ave.,Goodyear,Maricopa,85338,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Palms Christian School,Private,17475 West Bell Rd.,Surprise,Maricopa,85374,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Palo Verde School,Public,P.O. Box 108,Palo Verde,Maricopa,85343,N,,49,98.00%,2.00%,100%,95.90%,0.00%,98.00%,100%,0.00%,100%,98.00%,2.00%,100%,98.00%,2.00%,100%,100%,0.00%,100%,89.80%,0.00%,100%,2.00%,0.00%,0.00%,
Palominas Elementary School,Public,10385 E Hwy 92,Hereford,Cochise,85615,Y,LPN,46,97.80%,0.00%,97.80%,93.50%,2.20%,100%,93.50%,4.30%,100%,97.80%,2.20%,100%,97.80%,2.20%,100%,97.80%,2.20%,100%,76.10%,2.20%,100%,6.50%,0.00%,0.00%,
Palomino Intermediate School,Public,15815 N 29th St. ,Phoenix,Maricopa,85032,Y,RN,190,100%,0.00%,100%,99.50%,0.00%,99.50%,99.50%,0.00%,99.50%,100%,0.00%,100%,99.50%,0.50%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.50%,0.00%,
Pan-american Elementary Charter School,Charter,3001 W Indian School Rd. ,Phoenix,Maricopa,85017,N,,68,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,97.10%,0.00%,100%,0.00%,0.00%,0.00%,
