,school,type,address,city,county,zip,nurse,enrolled,dtap,polio,mmr,hepb,var,exempt_dtap,exempt_polio,exempt_mmr,exempt_hepb,exempt_var,year,exempt_tdap
143,Brunson-lee Elementary School,Public,1350n. 48th St. ,Phoenix,Maricopa,85008.0,Y,56,100%,100%,100%,100%,100%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
144,Buckeye Primary School,Public,210 S 6th St. ,Buckeye,Maricopa,85326.0,Y,90,94.40%,97.80%,98.90%,98.90%,84.40%,5.60%,2.20%,1.10%,1.10%,7.80%,2015,
145,Bullhead City Jr. High,Public,1914 Hancock,Bullhead City,Mohave,86426.0,Y,149,98.70%,99.30%,99.30%,99.30%,99.30%,0.70%,0.70%,0.70%,0.70%,0.70%,2015,
146,Burk Elementary School,Public,545 North Burk St.,Gilbert,Maricopa,85234.0,Y,65,96.90%,98.50%,98.50%,98.50%,98.50%,3.10%,1.50%,1.50%,1.50%,1.50%,2015,
147,Burke Basic Elementary School,Charter,131 East Southern Ave.,Mesa,Maricopa,85210.0,Y,103,83.50%,100%,100%,100%,95.10%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
148,Butterfield Elementary School (Maricopa),Public,43800 W Honeycutt Rd. ,Maricopa,Pinal,85239.0,Y,102,99.00%,99.00%,100%,100%,82.40%,0.00%,1.00%,0.00%,0.00%,0.00%,2015,
149,Butterfield Elementary School (Tucson),Public,3400 W Massingale Rd. ,Tucson,Pima,85741.0,N,71,95.80%,100%,98.60%,100%,91.50%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
150,C E Rose Elementary School,Public,710 W Michigan Dr.,Tucson,Pima,85714.0,Y,78,97.40%,100%,100%,100%,87.20%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
151,C O Greenfield School,Public,7009 S 10th St. ,Phoenix,Maricopa,85042.0,N,103,99.00%,100%,100%,100%,95.10%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
152,C.j. Jorgensen,Public,1701 W. Roeser Rd.,Phoenix,Maricopa,85041.0,Y,58,100%,100%,100%,100%,86.20%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
153,Cactus Middle School,Public,1220 E Kortsen Rd. ,Casa Grande,Pinal,85222.0,Y,303,93.10%,100%,100%,100%,71.00%,0.30%,0.00%,0.00%,0.00%,0.00%,2015,
154,Cactus View Elementary School,Public,17602 N Central Ave.,Phoenix,Maricopa,85022.0,Y,92,0.00%,97.80%,97.80%,97.80%,83.70%,2.20%,2.20%,2.20%,2.20%,2.20%,2015,
155,Cactus Wren Elementary School,Public,9650 N 39th Ave.,Phoenix,Maricopa,85051.0,N,87,97.70%,98.90%,97.70%,98.90%,89.70%,2.30%,1.10%,2.30%,1.10%,1.10%,2015,
156,Calabasas School,Public,131 Camino Maricopa,Rio Rico,Santa Cruz,85648.0,Y,140,100%,100%,100%,100%,87.10%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
157,Calibre Academy Of Surprise,Charter,15688 W. Acoma Rd.,Surprise,Maricopa,85379.0,N,178,97.80%,98.90%,98.90%,98.90%,88.20%,1.10%,1.10%,1.10%,1.10%,1.10%,2015,
158,Calvary Baptist School,Private,101 W 26th St. ,Yuma,Yuma,85364.0,N,<20,,,,,,,,,,,2015,
159,Calvary Chapel Christian School,Private,8725 E Speedway Blvd.,Tucson,Pima,85710.0,N,<20,,,,,,,,,,,2015,
160,Calvary Christian Academy,Private,1605 S. Mcculloch Blvd.,Lake Havasu City,Mohave,86403.0,N,<20,,,,,,,,,,,2015,
161,Cambridge Academy - Queen Creek,Charter,20365 E Ocotillo Rd. ,Mesa,Maricopa,85207.0,N,30,100%,100%,100%,100%,100%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
162,Cambridge Academy East,Charter,9412 E. Brown Rd.,Mesa,Maricopa,85207.0,N,32,93.80%,93.80%,96.90%,96.90%,93.80%,3.10%,6.30%,3.10%,3.10%,3.10%,2015,
163,Camelback Academy,Charter,7634 W Camelback Rd. ,Glendale,Maricopa,85303.0,N,59,94.90%,98.30%,98.30%,98.30%,83.10%,1.70%,1.70%,1.70%,1.70%,1.70%,2015,
164,Camp Verde Middle School,Public,370 Camp Lincoln Rd. ,Camp Verde,Yavapai,86322.0,Y,118,87.30%,94.90%,94.90%,95.80%,75.40%,11.00%,5.10%,5.10%,4.20%,4.20%,2015,
165,Campo Bello Elementary School,Public,2650 E. Contention Mine Rd. ,Phoenix,Maricopa,85032.0,Y,73,97.30%,98.60%,100%,100%,80.80%,1.40%,0.00%,0.00%,0.00%,0.00%,2015,
166,Candeo Schools,Charter,9965 W Calle Lejos,Peoria,Maricopa,85383.0,N,69,92.80%,91.30%,91.30%,91.30%,91.30%,7.20%,8.70%,8.70%,7.20%,8.70%,2015,
167,Canon School,Public,18800 E School House Rd. ,Black Canyon City,Yavapai,85324.0,N,<20,,,,,,,,,,,2015,
168,Canyon Breeze Elementary,Public,11675 W Encanto Blvd.,Avondale,Maricopa,85323.0,N,97,93.80%,97.90%,99.00%,100%,80.40%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
169,Canyon Day Junior High School,Public,P.O. Box 190,Whiteriver,Navajo,85941.0,N,133,97.00%,100%,100%,100%,97.70%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
170,Canyon De Chelly Elementary School,Public,Hwy 191,Chinle,Apache,86503.0,N,54,100%,100%,100%,100%,100%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
171,Canyon Elementary,Public,5490 W Paradise Ln,Glendale,Maricopa,85306.0,Y,37,54.10%,97.30%,97.30%,97.30%,83.80%,8.10%,2.70%,2.70%,2.70%,0.00%,2015,
172,Canyon Pointe Academy,Charter,4941 W Union Hills Dr.,Glendale,Maricopa,85308.0,N,54,90.70%,94.40%,94.40%,94.40%,83.30%,7.40%,5.60%,5.60%,5.60%,5.60%,2015,
173,Canyon Ridge Elementary,Public,17359 W Surprise Farms Loop,Surprise,Maricopa,85388.0,Y,103,75.70%,96.10%,96.10%,97.10%,71.80%,4.90%,2.90%,3.90%,1.90%,2.90%,2015,
174,Canyon Rim Elementary,Public,3045 S Canyon Rim,Mesa,Maricopa,85212.0,Y,133,97.70%,98.50%,98.50%,97.70%,81.20%,1.50%,1.50%,1.50%,2.30%,0.80%,2015,
175,Canyon Springs,Public,42901 N 45th Ave.,Phoenix,Maricopa,85087.0,Y,108,87.00%,95.40%,95.40%,96.30%,79.60%,6.50%,4.60%,4.60%,3.70%,3.70%,2015,
176,Capitol Elementary School,Public,330 N. 16th Ave.,Phoenix,Maricopa,85007.0,Y,73,100%,100%,100%,100%,95.90%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
177,Capps Middle School,Public,P.O. Box 820,Heber,Navajo,85928.0,Y,33,93.90%,97.00%,97.00%,97.00%,87.90%,6.10%,3.00%,3.00%,3.00%,3.00%,2015,
178,Carden Christian Academy Center,Private,2727 N Swan Rd. ,Tucson,Pima,85712.0,N,<20,,,,,,,,,,,2015,
179,Carden Of Tucson,Charter,5260 N Royal Palm Dr.,Tucson,Pima,85705.0,Y,<20,,,,,,,,,,,2015,
180,Career Success School - Sage Campus,Charter,3120 N 32nd St. ,Phoenix,Maricopa,85018.0,N,<20,,,,,,,,,,,2015,
181,Carmichael,Public,701 Ne Carmichael Ave.,Sierra Vista,Cochise,85635.0,Y,40,100%,97.50%,97.50%,100%,72.50%,0.00%,2.50%,2.50%,0.00%,2.50%,2015,
182,Carol Rae Ranch Elementary,Public,3777 East Houston Ave.,Gilbert,Maricopa,85234.0,Y,83,94.00%,96.40%,96.40%,96.40%,94.00%,6.00%,3.60%,3.60%,3.60%,6.00%,2015,
183,Carpe Diem Collegiate E-learning Communit,Charter,3777 W 22nd Ln,Yuma,Yuma,85364.0,N,29,86.20%,100%,100%,100%,89.70%,3.40%,0.00%,0.00%,0.00%,0.00%,2015,
184,Cartwright Elementary School,Public,5833 W Thomas Rd. ,Phoenix,Maricopa,85031.0,Y,96,97.90%,100%,100%,100%,100%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
185,Casa Grande Middle School,Public,300 W Mc Murray Blvd.,Casa Grande,Pinal,85222.0,Y,216,91.70%,100%,100%,100%,70.80%,0.90%,0.00%,0.00%,0.00%,0.00%,2015,
186,Casas Christian School,Private,10801 N La Cholla Blvd.,Tucson,Pima,85742.0,N,28,67.90%,96.40%,96.40%,100%,78.60%,32.10%,0.00%,3.60%,0.00%,0.00%,2015,
187,Castle Dome Middle School,Public,2353 S Otondo Dr.,Yuma,Yuma,85365.0,N,261,73.20%,100%,99.60%,100%,96.20%,0.40%,0.00%,0.00%,0.00%,0.00%,2015,
188,Catalina Ventura School,Public,6331 N 39th Ave.,Phoenix,Maricopa,85019.0,Y,145,99.30%,100%,100%,100%,98.60%,0.70%,0.00%,0.00%,0.00%,0.00%,2015,
189,Caurus Academy,Charter,41900 S 42nd Ave.,Phoenix,Maricopa,85086.0,N,21,71.40%,85.70%,90.50%,90.50%,61.90%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
190,Cedar Hills Elementary School,Public,9501 Nellie Dr.,Kingman,Mohave,86401.0,Y,<20,,,,,,,,,,,2015,
191,Centennial Elementary,Public,3507 S. Ranch House Pkwy,Gilbert,Maricopa,85297.0,N,138,90.60%,96.40%,96.40%,97.80%,79.00%,7.20%,3.60%,3.60%,2.20%,2.20%,2015,
192,Centennial Elementary School,Public,2200 W. Wetmore Rd.,Tucson,Pima,85705.0,N,65,93.80%,96.90%,96.90%,96.90%,95.40%,3.10%,3.10%,3.10%,3.10%,3.10%,2015,
193,Center For Academic Success #4 (Sierra Vista),Charter,510 G Ave.,Douglas,Cochise,85607.0,N,78,74.40%,97.40%,97.40%,94.90%,87.20%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
194,Center For Academic Success (Tucson),Charter,900 Carmelita Dr.,Sierra Vista,Cochise,85635.0,N,30,96.70%,93.30%,96.70%,96.70%,96.70%,3.30%,0.00%,0.00%,0.00%,0.00%,2015,
195,Center For Educational Excellence,Charter,1700 E Elliot Rd. #9,Tempe,Maricopa,85284.0,N,43,95.30%,97.70%,97.70%,97.70%,97.70%,2.30%,2.30%,2.30%,2.30%,2.30%,2015,
196,Centerra Mirage Stem Academy,Public,15151 W. Centerra Dr. South,Goodyear,Maricopa,85338.0,Y,82,100%,100%,100%,100%,86.60%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
197,Cesar Chavez Elementary School (Phoenix),Public,4001 S 3rd St. ,Phoenix,Maricopa,85040.0,Y,36,100%,100%,100%,100%,100%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
198,Cesar Chavez Elementary School (San Luis),Public,1130 N. 10th Ave.,San Luis,Yuma,85349.0,Y,122,99.20%,100%,100%,100%,78.70%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
199,Challenge Charter School,Charter,5801 W Greenbriar Dr.,Glendale,Maricopa,85308.0,N,46,89.10%,95.70%,93.50%,95.70%,76.10%,10.90%,4.30%,6.50%,4.30%,4.30%,2015,
200,Challenger Basic School,Charter,1315 N Greenfield Rd. ,Gilbert,Maricopa,85234.0,N,26,69.20%,92.30%,92.30%,92.30%,65.40%,26.90%,7.70%,7.70%,7.70%,7.70%,2015,
201,Challenger Middle School,Public,6905 W Maryland Ave.,Glendale,Maricopa,85303.0,Y,145,98.60%,97.90%,100%,99.30%,86.20%,0.00%,2.10%,0.00%,0.00%,0.00%,2015,
202,Champion Schools (Chandler),Charter,250 S. Mcqueen Rd.,Chandler,Maricopa,85225.0,N,51,62.70%,76.50%,76.50%,76.50%,70.60%,2.00%,0.00%,0.00%,0.00%,0.00%,2015,
203,Champion Schools (Phoenix),Charter,7900 S Jesse Owens Pkwy,Phoenix,Maricopa,85042.0,N,67,13.40%,89.60%,85.10%,88.10%,77.60%,7.50%,7.50%,7.50%,7.50%,7.50%,2015,
204,Chandler Christian Academy,Private,19620 South Mcqueen Rd.,Chandler,Maricopa,85286.0,N,<20,,,,,,,,,,,2015,
205,Chandler Preparatory Academy,Charter,1951 N Alma School Rd. ,Chandler,Maricopa,85225.0,N,118,89.80%,94.90%,94.90%,94.10%,78.80%,8.50%,5.10%,5.10%,5.90%,5.10%,2015,
206,Chandler Traditional Academy - Goodman Campus,Public,2600 W Knox Rd. ,Chandler,Maricopa,85224.0,N,69,79.70%,97.10%,95.70%,97.10%,71.00%,5.80%,1.40%,2.90%,1.40%,1.40%,2015,
207,Chandler Traditional Academy - Humphrey,Public,125 South 132nd St. ,Chandler,Maricopa,85225.0,N,57,96.50%,100%,100%,100%,78.90%,3.50%,0.00%,0.00%,0.00%,0.00%,2015,
208,Chandler Traditional Academy - Independence,Public,1405 W Lake Dr.,Chandler,Maricopa,85248.0,N,62,95.20%,96.80%,96.80%,100%,98.40%,3.20%,3.20%,3.20%,0.00%,1.60%,2015,
209,Chandler Traditional Academy - Liberty,Public,550 North Emmett Dr.,Chandler,Maricopa,85225.0,N,71,80.30%,95.80%,95.80%,94.40%,74.60%,8.50%,4.20%,4.20%,5.60%,4.20%,2015,
210,Chandler Traditional Academy Freedom Campus,Public,6040 S. Joslyn Ln.,Gilbert,Maricopa,85298.0,N,94,81.90%,96.80%,95.70%,96.80%,83.00%,12.80%,3.20%,4.30%,3.20%,3.20%,2015,
211,Chaparral Elementary School (Gilbert),Public,3380 E Frye Rd. ,Gilbert,Maricopa,85297.0,N,122,91.80%,99.20%,99.20%,95.90%,73.80%,6.60%,0.80%,0.80%,4.10%,2.50%,2015,
212,Chaparral Elementary School (Phoenix),Public,3808 W Joan D`arc,Phoenix,Maricopa,85029.0,N,53,96.20%,98.10%,98.10%,98.10%,84.90%,1.90%,1.90%,1.90%,1.90%,1.90%,2015,
213,Charles W Harris Elementary School,Public,2252 N 55th Ave.,Phoenix,Maricopa,85035.0,Y,140,96.40%,97.90%,100%,99.30%,92.10%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
214,Charlotte Patterson Elementary,Public,7520 S Adora Blvd.,Gilbert,Maricopa,85298.0,N,115,92.20%,93.00%,91.30%,93.00%,74.80%,6.10%,7.00%,8.70%,7.00%,7.00%,2015,
215,Cheatham Elementary School,Public,4725 W South Mountain Ave.,Laveen,Maricopa,85339.0,N,104,99.00%,96.20%,97.10%,98.10%,98.10%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
216,Cheyenne Elementary,Public,11806 N. 87th Ave.,Peoria,Maricopa,85345.0,Y,96,96.90%,97.90%,96.90%,97.90%,85.40%,2.10%,2.10%,2.10%,2.10%,1.00%,2015,
217,Cheyenne Traditional Elementary School,Public,11130 E Cholla St. ,Scottsdale,Maricopa,85260.0,Y,110,97.30%,97.30%,97.30%,96.40%,85.50%,1.80%,2.70%,2.70%,3.60%,5.50%,2015,
218,Children First Academy - Phoenix,Charter,1648 S 16th St. ,Phoenix,Maricopa,85034.0,Y,31,96.80%,96.80%,96.80%,93.50%,96.80%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
219,Children First Academy Of Tempe,Charter,1938 E Apache Blvd.,Tempe,Maricopa,85281.0,N,24,87.50%,100%,100%,100%,91.70%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
220,Chinle Elemetary School,Public,P.O. Box 587,Chinle,Apache,86503.0,Y,70,97.10%,100%,100%,98.60%,100%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
221,Chinle Seventh-day Adventist Indian School,Private,P.O. Box 2299,Chinle,Apache,86503.0,N,<20,,,,,,,,,,,2015,
222,Christ Lutheran School,Private,14420 S 8th St. ,Phoenix,Maricopa,85048.0,Y,56,94.60%,98.20%,98.20%,100%,85.70%,5.40%,1.80%,1.80%,0.00%,0.00%,2015,
223,Christ The King Catholic Elementary,Private,1551 East Dana Ave.,Mesa,Maricopa,85204.0,Y,23,91.30%,100%,100%,100%,91.30%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
224,Christian Academy Of Prescott,Private,148 S Marina St. ,Prescott,Yavapai,86303.0,N,<20,,,,,,,,,,,2015,
225,Christ's Greenfield Lutheran School,Private,425 N Greenfield Rd. ,Gilbert,Maricopa,85234.0,N,<20,,,,,,,,,,,2015,
226,Cibecue Community School,Private,P.O. Box 80068,Cibecue,Navajo,85911.0,N,42,100%,100%,100%,100%,100%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
227,Cicero Preparatory Academy,Charter,7205 N Pima Rd. ,Scottsdale,Maricopa,85250.0,N,141,87.90%,96.50%,97.20%,97.20%,81.60%,10.60%,3.50%,2.80%,2.80%,2.10%,2015,
228,Cimarron Springs Elementary,Public,17032 W Suprise Farms Loop S,Surprise,Maricopa,85388.0,Y,101,90.10%,97.00%,95.00%,95.00%,90.10%,5.00%,3.00%,4.00%,5.00%,3.00%,2015,
229,Circle Cross Ranch K-8 School,Public,35900 N Charbray Dr. ,Queen Creek,Pinal,85132.0,Y,104,90.40%,96.20%,96.20%,97.10%,93.30%,1.90%,0.00%,1.00%,0.00%,1.00%,2015,
230,Civano Community School,Charter,10625 E. Drexel Rd.,Tucson,Pima,85747.0,N,<20,,,,,,,,,,,2015,
231,Clarendon,Public,1225 W. Clarendon Ave.,Phoenix,Maricopa,8501.0,N,154,98.10%,98.70%,98.70%,98.70%,90.30%,0.60%,1.30%,0.60%,0.60%,0.60%,2015,
232,Clarkdale-jerome Elementary School,Public,1615 Main St. ,Clarkdale,Yavapai,86324.0,N,65,76.90%,96.90%,92.30%,96.90%,67.70%,6.20%,3.10%,4.60%,3.10%,3.10%,2015,
233,Cloves Campbell,Public,2624 E South Mountain Ave.,Phoenix,Maricopa,85042.0,Y,57,98.20%,100%,100%,100%,100%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
234,Coatimundi Middle School,Public,450 Avenida Coatimundi,Rio Rico,Santa Cruz,85648.0,Y,136,100%,100%,100%,100%,86.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
235,Cochise Elementary School,Public,5025 N Bowie Ave.,Cochise,Cochise,85606.0,N,<20,,,,,,,,,,,2015,
236,Cochise SDA Christian School,Private,P.O. Box 4146,Bisbee,Cochise,85603.0,N,<20,,,,,,,,,,,2015,
237,Cocopah Middle School,Public,6615 E Cholla St.,Scottsdale,Maricopa,85254.0,Y,261,92.30%,95.80%,96.60%,95.00%,85.80%,1.90%,4.20%,3.40%,5.00%,3.80%,2015,
238,Collier Elementary,Public,350 S 118th Ave.,Avondale,Maricopa,85323.0,Y,108,98.10%,97.20%,97.20%,98.10%,89.80%,0.00%,1.90%,1.90%,1.90%,1.90%,2015,
239,Colonel Smith Middle School,Public,P.O. Box 12954,Fort  Huachuca,Cochise,85670.0,Y,121,95.90%,99.20%,99.20%,100%,96.70%,0.80%,0.80%,0.80%,0.00%,0.00%,2015,
240,Combs Traditional Academy,Public,37327 N Gantzel Rd. ,San Tan Valley,Pinal,85140.0,Y,24,100%,95.80%,95.80%,95.80%,91.70%,0.00%,4.20%,4.20%,4.20%,4.20%,2015,
241,Concordia Charter School,Charter,142 N Date St. ,Mesa,Maricopa,85201.0,N,<20,,,,,,,,,,,2015,
242,Congress Elementary School,Public,P.O. Box 68,Congress,Yavapai,85332.0,N,<20,,,,,,,,,,,2015,
243,Connolly Middle School,Public,2002 E. Concorda Dr. ,Tempe,Maricopa,85282.0,Y,368,85.10%,97.60%,97.60%,97.80%,88.90%,3.80%,1.60%,2.40%,2.20%,2.20%,2015,
244,Constitution Elementary School,Public,18440 N 15th Ave.,Phoenix,Maricopa,85023.0,Y,79,98.70%,98.70%,100%,98.70%,91.10%,0.00%,1.30%,0.00%,1.30%,0.00%,2015,
245,Continental Elementary School,Public,1991 E White House Canyon Rd. ,Green Valley,Pima,85622.0,Y,59,98.30%,100%,100%,100%,96.60%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
246,Copper Basin K-8,Public,28682 N Main St. ,Queen Creek,Pinal,85232.0,Y,92,75.00%,95.70%,94.60%,94.60%,78.30%,0.00%,4.30%,5.40%,5.40%,2.20%,2015,
247,Copper Canyon And Desert Pointe Academy,Charter,7785 W Peoria Ave.,Peoria,Maricopa,85345.0,N,<20,,,,,,,,,,,2015,
248,Copper Canyon Elementary School,Public,17650 N. 54th St. ,Scottsdale,Maricopa,85254.0,Y,95,95.80%,96.80%,96.80%,97.90%,88.40%,4.20%,3.20%,3.20%,2.10%,2.10%,2015,
249,Copper Creek Elementary,Public,7071 W Hillcrest Blvd.,Glendale,Maricopa,85310.0,Y,111,95.50%,98.20%,98.20%,98.20%,89.20%,4.50%,1.80%,1.80%,1.80%,1.80%,2015,
250,Copper King Elementary,Public,10730 W Campbell Ave.,Phoenix,Maricopa,85037.0,Y,90,95.60%,98.90%,98.90%,98.90%,88.90%,1.10%,1.10%,1.10%,1.10%,0.00%,2015,
251,Copper Ridge,Public,10101 E. Thompson Peak Pkwy,Scottsdale,Maricopa,85255.0,Y,141,95.70%,96.50%,96.50%,97.90%,85.80%,4.30%,3.50%,3.50%,2.10%,2.10%,2015,
252,Copper Trails Elementary,Public,16875 W. Canyon Trails Blvd.,Goodyear,Maricopa,85338.0,Y,108,95.40%,100%,100%,100%,83.30%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
253,Copperwood,Public,11232 N. 65th Ave.,Glendale,Maricopa,85304.0,Y,105,79.00%,94.30%,94.30%,96.20%,79.00%,5.70%,5.70%,5.70%,3.80%,5.70%,2015,
254,Cordova Middle School,Public,5631 N 35th Ave.,Phoenix,Maricopa,85017.0,N,136,98.50%,97.80%,98.50%,98.50%,99.30%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
255,Corona Foothills Middle School,Public,16705 S Houghton Rd. ,Corona De Tucson,Pima,85641.0,N,153,96.10%,98.00%,98.00%,100%,88.20%,3.30%,2.00%,2.00%,0.00%,2.00%,2015,
256,Coronado Elementary School (Gilbert),Public,4333 S. De Anza Blvd.,Gilbert,Maricopa,85297.0,Y,95,94.70%,97.90%,97.90%,96.80%,76.80%,4.20%,2.10%,2.10%,3.20%,2.10%,2015,
257,Coronado Elementary School (Sierra Vista),Public,5148 Coronado School Dr.,Sierra Vista,Cochise,85615.0,Y,49,93.90%,98.00%,98.00%,100%,89.80%,4.10%,2.00%,2.00%,0.00%,2.00%,2015,
258,Coronado K-8 School,Public,3401 E Wilds Rd. ,Tucson,Pima,85739.0,Y,173,98.80%,98.80%,98.80%,98.80%,98.80%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
259,Cortez Park Charter Middle School,Charter,3535 W. Dunlap Ave.,Phoenix,Maricopa,85051.0,N,90,96.70%,97.80%,98.90%,97.80%,95.60%,1.10%,1.10%,1.10%,1.10%,1.10%,2015,
260,Cortina Elementary,Public,19680 S 188th St. ,Queen Creek,Maricopa,85242.0,N,132,99.20%,98.50%,98.50%,98.50%,97.00%,0.80%,1.50%,1.50%,1.50%,3.00%,2015,
261,Cotton Boll Elementary,Public,8540 W Butler Ave.,Peoria,Maricopa,85345.0,Y,112,98.20%,100%,99.10%,100%,100%,0.90%,0.00%,0.90%,0.00%,0.00%,2015,
262,Cottonwood Day School,Public,Navajo Rte 4,Cottonwood,Apache,86503.0,N,32,100%,100%,100%,100%,100%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
263,Cottonwood Middle School,Public,500 E Mingus Ave. ,Cottonwood,Yavapai,86326.0,N,174,86.80%,94.80%,94.80%,94.30%,74.70%,6.30%,5.20%,5.20%,4.00%,2.90%,2015,
264,Country Gardens Charter School,Charter,6313 West Southern Ave.,Laveen,Maricopa,85339.0,N,38,94.70%,100%,100%,100%,97.40%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
265,Country Meadows,Public,8409 N. 111th Ave.,Peoria,Maricopa,85345.0,Y,127,96.90%,100%,100%,96.90%,84.30%,0.80%,0.00%,0.00%,0.00%,0.00%,2015,
266,Country Place Elementary,Public,10207 W. Country Place Blvd.,Tolleson,Maricopa,85353.0,Y,106,97.20%,99.10%,100%,100%,90.60%,0.00%,0.90%,0.00%,0.00%,0.00%,2015,
267,Countryside Elementary,Public,15034 N Parkview Pl.,Surprise,Maricopa,85379.0,Y,116,95.70%,98.30%,99.10%,97.40%,99.10%,2.60%,1.70%,0.90%,2.60%,0.90%,2015,
268,Coyote Hills Elementary School,Public,21180 N 87th Ave.,Peoria,Maricopa,85382.0,Y,107,94.40%,96.30%,96.30%,96.30%,93.50%,3.70%,3.70%,3.70%,3.70%,4.70%,2015,
269,Coyote Ridge,Public,7677 W Bethany Home Rd. ,Glendale,Maricopa,85303.0,Y,90,24.40%,98.90%,98.90%,96.70%,81.10%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
270,Coyote Springs Elementary School,Public,6625 N. Cattletrack Rd.,Prescott Valley,Yavapai,86314.0,Y,85,94.10%,96.50%,95.30%,96.50%,69.40%,5.90%,3.50%,4.70%,3.50%,2.40%,2015,
271,Coyote Trail Elementary School,Public,8000 N Silverbell Rd. ,Tucson,Pima,85743.0,N,101,98.00%,98.00%,100%,97.00%,93.10%,2.00%,2.00%,0.00%,3.00%,1.00%,2015,
272,Creighton Elementary School,Public,2802 E Mcdowell Rd. ,Phoenix,Maricopa,85008.0,Y,62,100%,100%,100%,100%,96.80%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
273,Crismon Elementary School,Public,825 W Medina Ave. ,Mesa,Maricopa,85210.0,Y,89,89.90%,96.60%,95.50%,97.80%,73.00%,4.50%,3.40%,4.50%,2.20%,2.20%,2015,
274,Crockett Elementary School,Public,501 N. 36th St.,Phoenix,Maricopa,85008.0,Y,48,75.00%,97.90%,100%,100%,100%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
275,Cross Of Glory Lutheran School,Private,10111 W Jomax Rd. ,Peoria,Maricopa,85383.0,N,<20,,,,,,,,,,,2015,
276,Crown Charter School,Charter,12450 W Maryland Ave.,Litchfield Park,Maricopa,85340.0,N,<20,,,,,,,,,,,2015,
277,Dan Hinton School,Public,P. O. Box 488,Pima,Graham,85543.0,Y,<20,,,,,,,,,,,2015,
278,Dateland Elementary School,Public,1300 S. Ave. 64e,Dateland,Yuma,85333.0,N,<20,,,,,,,,,,,2015,
279,Degrazia Elementary School,Public,5051 W. Overton Rd. ,Tucson,Pima,85742.0,N,71,81.70%,97.20%,97.20%,97.20%,83.10%,5.60%,2.80%,2.80%,2.80%,2.80%,2015,
280,Dennehotso Boarding School,Private,P.O. Box 2570,Dennehotso,Apache,86535.0,N,25,100%,100%,100%,100%,100%,0.00%,0.00%,0.00%,0.00%,0.00%,2015,
281,Desert Canyon Middle School,Public,10203 E Mcdowell Mountain Ranch Rd. ,Scottsdale,Maricopa,85255.0,Y,199,95.00%,95.50%,94.50%,96.50%,92.00%,2.00%,4.50%,5.50%,3.50%,4.50%,2015,
282,Desert Choice Schools - Evans Learning Center,Private,4525 S. College Ave.,Tempe,Maricopa,85282.0,N,<20,,,,,,,,,,,2015,
283,Desert Christian Schools K-8,Private,9415 E. Wrightstown Rd.,Tucson,Pima,85715.0,N,26,96.20%,96.20%,96.20%,96.20%,76.90%,3.80%,3.80%,3.80%,3.80%,3.80%,2015,
284,Desert Cove Elementary,Public,11020 N. 28th St. ,Phoenix,Maricopa,85028.0,Y,81,86.40%,91.40%,91.40%,93.80%,76.50%,11.10%,8.60%,8.60%,6.20%,4.90%,2015,
285,Desert Garden Montessori,Private,5130 East Warner Rd.,Phoenix,Maricopa,85044.0,N,<20,,,,,,,,,,,2015,
286,Desert Harbor Elementary,Public,15585 N. 91st Ave.,Peoria,Maricopa,85382.0,Y,86,81.40%,97.70%,97.70%,96.50%,80.20%,2.30%,2.30%,2.30%,2.30%,2.30%,2015,
